class,problem,code,answer
8,"가로가 15cm, 세로가 8cm인 사각형의 네면 길이의 합은 몇 cm입니까?","a = 15
b = 8
y = (a + b) * 2
print(y)",46
5,어떤 숫자에서 50씩 커지도록 5회 점프했으니 500이 되면 어떤 숫자는 어느 정도를 요구해 주세요.,"a = 50
b = 5
c = 500
y = c - (a * b)
print(y)",250
3,"5장의 숫자 카드 1, 3, 5, 7, 9 중에서 카드를 한 번만 사용하여 만들 수 있는 2자리 수 중 최대 수를 구합니다.","from itertools import permutations

a = ['1', '3', '5', '7', '9']
y = int(max(map(''.join, permutations(a, 2))))
print(y)",97
3,"숫자 카드 0, 7, 2, 9 4장을 한 번씩 사용하여 합이 최대인 가산식의 합을 구합니다.","from itertools import permutations

a = ['0', '7', '2', '9']
b = list(map(''.join, permutations(a)))
c = []
for i in b:
    d = int(i[:2])
    e = int(i[2:])
    c.append(d + e)
y = max(c)
print(y)",162
8,어느 직사각형의 수평과 수직 비율은 5:4입니다. 이 직사각형 주위가 18cm이면 옆은 몇 cm입니까?,"a = 5
b = 4
c = 18
y = (c / 2) / (a + b) * a
print(y)",5
1,"수련은 10000원 지폐 6장, 5000원 지폐 8장, 500원 코인 9장, 10원 코인 3장을 모았습니다.","a = 6 * 10000
b = 8 * 5000
c = 9 * 500
d = 3 * 10
y = a + b + c + d
print(y)",104530
1,지선은 마카롱 163개를 샀다. 마카롱을 플레이트에 10개씩 넣으려면 플레이트에는 몇 개 필요합니까?,"from math import ceil

a = 163
b = 10
y = ceil(a / b)
print(y)",17
8,"주위가 40 센티미터인 정사각형의 각 변의 중앙에 이어, 그려진 마름모꼴의 넓이는 몇 센티미터인지를 찾습니다.","a = 40
b = 4
y = (a / b) ** 2 / 2
print(y)",50
7,"현정에는 20개의 클립이 있습니다. 마법은 클립이 현재 종보다 10개 적고, 재의 종목보다 24개 많은 경우 가장 많은 클립을 가진 사람의 이름을 적어 둡니다.","a = 20
b = 10
c = 24
dicts = {'현종': a, '명주': a - b, '재하': a - b + c}
y = max(dicts, key=dicts.get)
print(y)",재하
8,"하변 200cm, 상변 300cm, 높이 400cm의 사다리꼴이 있습니다. 이 사다리꼴의 크기는 몇 평방 미터입니까?","a = 200
b = 300
c = 400
y = (a + b) * c / 2 / 10000
print(y)",10
6,어떤 숫자에 3을 곱해야 하지만 줄어들면 90이 되었습니다. 제대로 계산하면 얼마입니까?,"a = 3
b = 90
y = (b + a) * a
print(y)",279
4,9/16보다 크고 56/3보다 작은 자연수는 모두 몇개일까요?,"from math import ceil

a = 9//16
b = ceil(56/3)
y = b - a - 1
print(y)",18
6,어떤 숫자에 7을 곱해야 하는지 잘못 빼고 21이 되었습니다. 제대로 계산하면 얼마를 구해 보세요.,"a = 7
b = 21
y = (a + b) * a 
print(y)",196
4,3850보다 크고 4238보다 작은 숫자 중 7자리 숫자는 몇 개입니까?,"a = 3850
b = 4238
c = 7
y = 0
for i in range(a + 1, b):
    if i % 10 == c:
        y += 1
print(y)",39
8,한 변의 길이가 7센티미터인 정7각형과 한 변의 길이가 10센티미터인 정십각형이 있습니다. 두 도형 주위의 합계는 몇 센티미터인지를 결정합니다.,"a = 7
b = 7
c = 10
d = 10
y = a * b + c * d
print(y)",149
5,"수업 시간에 남학생 1명과 여학생 1명으로 일제를 만들었습니다. 여학생이 30명이라면, 남학생은 몇 명을 요구한다.","a = 1
b = 1
c = 30
d = a // b
y = c * d
print(y)",30
8,"상변 8cm, 하변 20cm, 높이 5cm의 사다리꼴이 있습니다. 이 사다리꼴의 넓이를 구하십시오.","a = 8
b = 20
c = 5
y = (a + b) * c / 2
print(y)",70
1,사과가 90개 있습니다. 그 중 3/9을 팔면 나머지 사과는 몇 개입니까?,"a = 90
b = 3/9
y = int(a - a * b)
print(y)",60
1,구슬 21개를 접시 3개에 똑같이 넣으려고 합니다. 접시 중 하나에 구슬을 몇 장씩 넣을 수 있는지 알아보십시오.,"a = 21
b = 3
y = a // b
print(y)",7
8,"주위가 40cm인 정사각형의 각 변의 중앙에 이어, 그린 마름모의 넓이는 몇 cm²인지를 구합니다.","a = 40
b = 4
y = (a / b) ** 2 / 2
print(y)",50
3,"4장의 숫자 카드 3, 5, 7, 9를 한 번만 사용하여 3자리 수 * 1자리 수식을 만들려고 합니다. 이때 최소 곱을 구하십시오.","from itertools import permutations

a = ['3', '5', '7', '9']
b = list(map(''.join, permutations(a)))
c = []
for i in b:
    d = int(i[:3])
    e = int(i[3:])
    c.append(d * e)
y = min(c)
print(y)",1737
7,"차는 5시간 330km, 버스는 4시간 230km 달린다. 자동차와 버스가 빠릅니까?","a = 5
b = 330
c = 4
d = 230
dicts = {""자동차"": b / a, ""버스"": d / c}
y = max(dicts, key=dicts.get)
print(y)",자동차
6,어떤 숫자에 5를 곱해야 하는지를 잘못 뺀 17이 되었습니다. 제대로 계산하면 얼마입니까?,"a = 5
b = 17
y = (b + a) * a
print(y)",110
8,반경 4cm의 원의 원주는 몇 cm인가를 요구해 주세요. 원주율은 3으로 계산됩니다.,"a = 4
b = 3
y = a * b * 2
print(y)",24
4,12와 66의 최대 공약수를 얻으십시오.,"import math

a = 12
b = 66
y = math.gcd(a, b)
print(y)",6
8,"상변 200m, 하변 400m, 높이 300m의 사다리꼴 토지가 있습니다. 이 땅을 네 명에게 똑같이 나누려고 할 때, 네 명으로 나누어 줄 수 있는 땅의 넓이는 몇 평방 미터인지를 찾아라.","a = 200
b = 400
c = 300
d = (a + b) * c / 2
e = 4
y = d / e
print(y)",22500
1,"현미 45.4kg을 한 봉지에 8kg씩 넣으려고 합니다. 수납할 수 있는 가방의 수는 몇개로, 남은 현미는 몇kg인가를 요구해 두개의 합을 사용합시다.","a = 45.4
b = 8
c = a // b
d = a - b * c
y = c + d
print(y)",10.40
8,한쪽이 32cm인 정사각형 책의 주위를 찾아 주세요.,"a = 32
b = 4
y = a * b
print(y)",128
1,1시간에 90회전하는 모터가 있습니다. 모터가 630회 회전하면 몇 시간 회전했습니까?,"a = 90
b = 630
y = b // a
print(y)",7
1,민스는 오늘 아침에 5시간 밤을 데리고 오후에는 4시간을 주웠다. 민스는 오늘 몇 시간 동안 밤을 주셨습니까?,"a = 5
b = 4
y = a + b
print(y)",9
8,한쪽이 2cm의 정사각형 타일을 겹치지 않도록 30장 붙였습니다. 타일을 붙인 부분의 넓이는 몇 cm²입니까?,"a = 2
b = 30
y = a * a * b
print(y)",120
1,"색종이의 매달려는 30장씩 15다발 가지고 있고, 강호는 111장씩 4다발 가지고 있습니다. 두 사람이 가지고 있는 색종이 차는 몇 명 구해 보세요.","a = 30
b = 15
c = 111
d = 4
y = abs(a * b - c * d)
print(y)",6
1,사과 63개를 1명에 7개씩 주면 몇 명으로 나눌 수 있습니까?,"a = 63
b = 7
y = a // b
print(y)",9
1,7.2 x 5.3을 계산합니다.,"a = 7.2
b = 5.3
y = a * b
print(y)",38.16
8,너비가 105cm인 원 반경 길이를 두 배로 했다. 그렇다면 뻗은 원의 주변은 몇 센티미터입니까?,"import math

a = 105
b = 2
c = math.pi
y = (((a / c) ** 0.5) * b * c * 2) 
print(y)",72.64898938065726
1,가을 운동회가 열렸습니다. 청군이 264명이고 홍군이 421명일 때 청군과 홍군은 어떠한 사람을 찾아야 한다.,"a = 264
b = 421
y = a + b
print(y)",685
8,연주는 지름 4.8㎝의 동전을 굴려 동전이 움직인 거리를 보면 57.6㎝였다. 동전모델은 몇 번 굴러갔나요?,"a = 4.8
b = 57.6
y = b / a
print(y)",12.0
4,"카드 22, 58, 96이 있습니다. 3장의 카드 중 최대 수에서 최소 수를 뺀 값을 구합니다.","a = [22, 58, 96]
y = max(a) - min(a)
print(y)",74
5,10에 어떤 숫자를 곱하여 30이 되었습니다. 무엇을 요청하십시오.,"a = 30
b = 10
y = a / b
print(y)",3
4,"다음 숫자 카드 1, 5, 3, 7, 0을 한 번만 작성하여 만들 수 있는 최대 5자리 수는 무엇입니까?","a = [1, 5, 3, 7, 0]
a.sort()
y = 10000*a[4] + 1000*a[3]+ 100*a[2] + 10*a[1] + a[0]

print(y)",75310
8,"가로가 13cm, 주변이 30cm의 직사각형이 있습니다. 이 직사각형의 폭은 몇 센티미터²인지 확인하십시오.","a = 13
b = 30
y = a * ((b - 2 * a) / 2)
print(y)",26
8,"가로 2cm, 너비 4.4cm의 직사각형 주위는 몇 센티미터를 사용하십시오.","a = 2
b = 4.4
c = b / a
y = a * 2 + c * 2
print(y)",8.40
7,"지혜는 1995년에, 민지는 2001년에 태어났습니다. 누가 먼저 태어났습니까?","a = 1995
b = 2001
dicts = {'지혜': a, '민지': b}
y = min(dicts, key=dicts.get)
print(y)",지혜
4,"3.27, 0.03, 7/12, 1/5 중 최대 수와 최소 수의 곱을 구합니다.","a = [3.27, 0.03, 7/12, 1/5]
y = max(a) * min(a)
print(y)",0.10
4,"2개의 최소 공배수가 11인 경우, 2개의 공배수 중 최대 2자리 수는 무엇입니까?","a = 11
b = 100 // a
y = a * b
print(y)",99
8,모서리가 32개인 각기둥의 정점수를 구합니다.,"a = 32
b = a // 3
y = b * 2
print(y)",20
1,서영이네점에서 오늘 벌어들인 돈 104만원을 1000원 지폐로 모두 바꾸려고 합니다. 1000원 지폐를 몇 장으로 변경할지 묻는다.,"a = 1040000
b = 1000
y = a // b
print(y)",1040
4,1에서 100까지의 숫자에서 홀수의 합계를 구합니다.,"a = 1
b = 100
y = 0
for i in range(a, b + 1):
    if i % 2 == 1:
        y += i
print(y)",2500
8,"지혜는 밑변이 10센티미터이고 높이가 4센티미터인 삼각형을 그렸고, 이 사건은 바닥변이 30센티미터이고 높이가 8센티미터인 삼각형을 그렸다. 동공이 그린 삼각형의 넓이는 지혜가 그린 삼각형의 넓이의 몇 배를 구해 보세요.","a = 10 * 4 * 0.5
b = 30 * 8 * 0.5
y = b / a
print(y)",6
1,상수는 시간당 3.5km를 걸어갑니다. 같은 속도로 1시간 40분 동안 걸으면 상수가 걸은 거리는 몇 킬로미터인지를 찾습니다.,"a = 1
b = 3.5
c = 5/3
y = (b / a) * c
print(y)",5.83
7,강현이가 김밥의 8/10을 먹고 유현이가 0.7을 먹으면 누가 김밥을 더 먹었는가?,"a = 8 / 10
b = 0.7
dicts = {'강현': a, '유현': b}
y = max(dicts, key=dicts.get)
print(y)",강현
6,어떤 숫자에서 4를 뺀 다음 5를 곱해야 하는데 잘못된 숫자로 4를 곱한 다음 5를 빼면 35가 되었습니다. 올바르게 계산된 값을 구합니다.,"a = 4
b = 5
c = 35
d = (c + b) / a
y = (d - a) * b
print(y)",30
8,"가로가 8센티미터, 세로가 15센티미터인 직사각형이고, 가로와 세로차는 몇 센티미터입니까?","a = 8
b = 15
y = abs(b - a)
print(y)",7
8,한 밑면의 가장자리 수가 5개의 각기둥 면 수를 사용합니다.,"a = 5
y = a + 2
print(y)",7
8,"옆이 5m, 세로가 400cm의 직사각형이 있습니다. 이 사각형과 바닥 10m, 높이 3m의 삼각형의 넓이의 차이는 몇 cm²인지 확인하십시오.","a = 5 * 100
b = 400
c = 10 * 100
d = 3 * 100
y = abs(a * b - c * d / 2)
print(y)",50000
7,"도자기를 만들기 위해 예림이 사용한 점토의 무게는 0.21kg이고, 장우가 사용한 점토의 무게는 0.32kg입니다. 누가 더 점토를 사용했습니까?","dicts = {""예림"": 0.21, ""찬우"": 0.32}
y = max(dicts, key=dicts.get)
print(y)",찬우
1,초콜릿을 1 상자에 16 개씩 넣으면 5 상자가되어 4 개가 남았습니다. 이 초콜릿을 10명에게 똑같이 나눠주려면 한 사람에게 몇 개씩 주어야 할까요?,"a = 16
b = 5
c = 4
d = 10
y = (a * b + c) // d
print(y)",8
6,어떤 숫자에 4를 곱해야 하는지 잘못 빼고 84가 되었습니다. 제대로 계산하면 얼마를 구해 보세요.,"a = 4
b = 84
y = (b + a) * a
print(y)",352
1,가비는 오늘 한잔에 1/5L씩 들어간 주스를 3컵 마셨다. 가비가 오늘 마신 주스는 모두 무엇 L입니까?,"a = 1 / 5
b = 3
y = a * b
print(y)",0.60
8,하나의 부피가 1센티미터의 적목을 가로와 세로로 각각 10열씩 놓고 높이를 3층에 쌓아 만든 직방체의 부피는 몇 센티미터입니까?,"a = 10
b = 10
c = 3
y = a * b * c
print(y)",300
1,5109에서 100씩 커지도록 4회 점프한 숫자는 얼마입니까?,"a = 5109
b = 100
c = 4
y = a + (b * c)
print(y)",5509
1,"일직선에 점 A, B, C, D가 순서대로 있어, A-C의 거리는 222미터, C-D의 거리는 176미터, B-D의 거리는 300미터라고 합니다. 그렇다면 A-B의 거리는 얼마입니까?","a = 222
b = 176
c = 300
y = a + b - c
print(y)",98
8,뿔의 모서리는 몇 개입니까?,"a = 9
y = a * 2
print(y)",18
8,"1변의 길이가 10cm인 정사각형의 4변의 길이의 합과 옆의 길이가 5cm의 직사각형의 4변의 길이의 합계가 같은 경우, 직사각형의 세로의 길이는 몇 cm ?","a = 10
b = 4
c = 5
d = a * b
y = (d - c * 2) / 2
print(y)",15
5,"용돈을 언니와 연수가 4:3으로 나누어 가지고 있었는데, 효주가 30000원을 가지고 있었습니다. 처음에 있었던 용돈은 얼마입니까?","a = 4
b = 3
c = 30000
y = (a * c // b) + c 
print(y)",70000
2,"학교에서 국어, 수학, 영어, 과학, 사회의 순서로 시험을 보았습니다. 세 번째로 시험을 본 과목은 무엇입니까?","a = ['국어', '수학', '영어', '과학', '사회']
b = 3
y = a[b - 1]
print(y)",영어
6,어떤 숫자를 8로 나누어야 하는지 잘못 8을 곱한 결과 320이 되었습니다. 올바르게 계산해보십시오.,"a = 8
b = 8
c = 320
y = (c / a) / b
print(y)",5
4,"분모가 16인 진분수 중, 기약 분수는 모두 몇개인가요?","a = 16
b = []
y = 0
for i in range(2, a + 1):
    if a % i == 0:
        b.append(i)
d = 0
for t in range(1, a + 1):
    for m in b:
        if t % m == 0:
            d += 1
            break
y = a - d
print(y)",8
1,성훈은 아침마다 달려 어제는 1500m를 달렸고 오늘은 2600m를 달렸다.,"a = 1500
b = 2600
y = a + b
print(y)",4100
1,0.7 x 0.4의 값을 구합니다.,"a = 0.7
b = 0.4
y = a * b
print(y)",0.28
4,"숫자 1.2, 5.12, 6.8 중 최대 수를 최소 수로 나눈 결과는 얼마입니까?","a = [1.2, 5.12, 6.8]
y = int(max(a) / min(a))
print(y)",5
1,"유정의 3걸음은 3m이고, 복도에 있는 창의 길이는 유정의 한 걸음으로 자고 있었기 때문에, 약 10걸음이라고, 복도에 있는 창의 길이는 약 몇 m입니까?","a = 3
b = 10
c = 3
y = (a * b) / c
print(y)",10
8,"옆이 1.7cm, 세로가 3.9cm의 직사각형이 있습니다. 이 직사각형의 폭은 몇 cm²입니까?","a = 1.7
b = 3.9
y = a * b
print(y)",6.63
8,둘레가 20센티미터인 반경의 길이가 2배가 되면 주변은 몇 센티미터입니까?,"import math

a = 20
b = 2
c = math.pi
y = (((a / 2) / c) * b * c) * 2
print(y)",40
8,사변의 길이의 합계가 32 cm의 직사각형의 옆이 10 cm라고 세로는 몇 cm입니까?,"a = 32
b = 10
y = (a / 2) - b
print(y)",6
8,한 입방체의 각 모서리를 두 배로 늘려 새로운 입방체를 만들었습니다. 뻗은 입방체의 바깥쪽 너비가 600cm²일 때 첫 번째 입방체의 한 모서리는 몇 cm입니까?,"a = 2
b = 600
y = ((b / 6) ** 0.5) / a
print(y)",5
1,선생님 15명에게 볼펜을 똑같이 3봉씩 준다. 필요한 볼펜의 개수는?,"a = 15
b = 3
y = a * b
print(y)",45
8,직사각형의 가로 길이가 10/13m이고 세로 길이가 7/8m인 경우 가로 길이와 세로 길이의 차이를 구하여 소수 자리까지 표시합니다.,"a = 10 / 13
b = 7 / 8
y = abs(a - b)
print(""{:.2f}"".format(y))",0.11
1,심벌즈는 두 개의 원반을 서로 부딪쳐 소리를 내는 악기입니다. 심벌즈 8개가 있으면 원반이 모두 몇 개일까요?,"a = 2
b = 8
y = a * b
print(y)",16
8,하나의 대각선 길이가 80cm이고 다른 대각선 길이가 60cm 인 마름모꼴이 있습니다. 이 마름모꼴의 넓이는 몇 cm²입니까?,"a = 80
b = 60
y = a * b / 2
print(y)",2400
1,31일 동안 어느 박물관의 방문자 수는 모두 1364명이었다. 평균 31일 동안 하루에 방문한 방문자는 몇 명입니까?,"a = 31
b = 1364
y = b / a
print(y)",44
8,수평이 7m이고 세로가 9m인 직사각형 꽃밭의 넓이가 몇 m2인지를 찾아 주십시오.,"a = 7
b = 9
y = a * b
print(y)",63
4,"숫자 카드 4, 2, 0, 8, 7을 한 번씩 사용하여 최대 3자리와 최소 2자리를 만들었습니다. 만든 두 개수를 곱하여 계산 결과를 얻습니다.","from itertools import permutations

a = ['4', '2', '0', '8', '7']

a.sort(reverse=True)
b = int(max(map(''.join, permutations(a, 3))))

a.sort()
c = list(min(map(''.join, permutations(a, 2))))
if c[0] == '0':
    c[0], c[1] = c[1], c[0]
c = int(''.join(c))
y = b * c
print(y)",17480
3,"4장의 숫자 카드 1, 3, 7, 9가 있습니다. 카드를 한 번만 사용하여 두 개의 두 자리 숫자를 만들었습니다. 두 개의 숫자를 곱할 때 최소 곱을 계산합니다.","from itertools import permutations

a = ['1', '3', '7', '9']
b = list(map(''.join, permutations(a)))
c = []
for i in b:
    d = int(i[:2])
    e = int(i[2:])
    c.append(d * e)
y = min(c)
print(y)",663
8,"가로 10 센티미터, 세로 9 센티미터의 직육면체의 모든 모서리 길이의 합이 100 센티미터인 경우, 직육면체의 높이를 구합니다.","a = 10
b = 9
c = 100
y = c / 4 - (a + b)
print(y)",6
1,주영의 체중은 50kg입니다. 동생의 체중이 조영이의 0.65배라면 동생의 체중이 몇 kg인지 확인하세요.,"a = 50
b = 0.65
y = a * b
print(y)",32.50
6,어떤 숫자를 82로 나누었을 때 남을 수 있는 숫자 중 최대 수를 8로 나눈 경우 나머지는 얼마입니까?,"a = 82
b = a - 1
c = 8
y = b % c
print(y)",1
1,도서관의 책의 2/10인 200권을 학생들이 빌려갔습니다. 도서관에는 몇 권의 책이 있나요?,"a = 2/10
b = 200
y = b / a
print(y)",1000
1,우유 88L을 2L 병으로 나누어 넣으려면 몇 병이 필요합니까?,"a = 88
b = 2
y = a // b
print(y)",44
8,"옆이 12cm, 주위가 56cm의 직사각형이 있습니다. 이 직사각형의 너비는 몇 cm²인지 확인하십시오.","a = 12
b = 56
y = a * ((b - 2 * a) / 2)
print(y)",192
1,전장 5cm 10mm의 와이어를 3부로 동일하게 나누었습니다. 분할된 와이어 부분의 길이는 몇 mm입니까?,"a = 5 * 10 +10
b = 3
y = a / b
print(y)",20
1,가을 건물은 4m 50cm이고 건물은 2m 90cm입니다. 가을 건물과 내 건물의 높이의 차이는 몇 cm인지 확인하십시오.,"a = [(4 * 100) + 50, (2 * 100) + 90]
y = max(a) - min(a)
print(y)",160
8,"가로 30cm, 세로 20cm의 직사각형이 있습니다. 이 직사각형의 폭은 몇 cm²입니까?","a = 30
b = 20
y = a * b
print(y)",600
1,떡볶이는 한사람 앞에 3천원입니다. 오빠는 떡볶이가 1인분을 먹었습니다. 돈이 내야 하는 돈은 1000원 지폐의 몇 장을 구하세요.,"import math

a = 3000
b = 1
c = 1000
y = math.ceil((a * b) / c)
print(y)",3
1,10초 동안 10센티미터 움직이는 로봇이 40초 동안 움직이는 경우 목표 거리인 150센티미터를 이동하려면 몇 센티미터를 더 이동해야 합니까?,"a = 10
b = 10
c = 40
d = 150
y = d - (c / a * b)
print(y)",110
6,어떤 수에서 800을 줄여야 하는 것을 잘못 200을 뺀 1360이 되었습니다. 올바르게 계산해보십시오.,"a = 800
b = 200
c = 1360
y = c + b - a
print(y)",760
4,"번호 카드 1, 3, 5가 있습니다. 카드를 한 번만 사용하여 다음과 같은 방정식 5*A=B를 만들려고 했지만 A가 한 자리수이면 두 자리 B는 얼마입니까?","from itertools import permutations

a = [1, 3, 5]
b = 5
c = list(permutations(a, 3))
for i in c:
    if b * i[0] == (i[1] * 10 + i[2]):
        y = i[1] * 10 + i[2]
print(y)",15
1,"길현은 3.91㎞를 달리고, 시현은 길현보다 200m 적게 달리면","a = 3.91 * 1000
b = 200
y = a - b
print(y)",3710
8,한 면의 넓이가 81cm²인 입방체가 있습니다. 이 입방체의 부피는 몇 센티미터인지 확인하십시오.,"a = 81
b = a ** 0.5
y = b * b * b
print(y)",729
1,승원이네학교 3학년은 총 342명입니다. 이 중 남학생이 185명이라면 여학생은 몇 명입니까?,"a = 342
b = 185
y = a - b
print(y)",157
6,라헬이가 어느 수에서 100씩 15회 점프한 곳 5850이 되었습니다. 얼마나 많은 수가 있는지 알아보세요.,"a = 100
b = 15
c = 5850
y = c - (a * b)
print(y)",4350
1,85÷5×(15－11)＋34 를 계산해 보세요.,"y = 85 / 5 * (15- 11) + 34
print(y)",102
1,"수영 학교의 운동장 주위는 300.19미터로, 수영이 운동장을 4륜 달렸을 경우, 총수 미터를 달렸습니까?","a = 300.19
b = 4
y = a * b
print(y)",1200.76
1,641보다 310 작은 숫자는 얼마입니까?,"a = 641
b = 310
y = a - b
print(y)",331
4,"3장의 숫자 카드 2, 3, 8이 있지만 3장을 한 번만 사용하여 AB/C와 같은 나눗셈 공식을 만들려고 합니다. 만들어진 나눗셈에 있는 상품이 가장 작은 시간에 있는 상품을 요구하십시오.","from itertools import permutations

a = ['2', '3', '8']
b = int(min(map(''.join, permutations(a, 2))))
c = int(max(a))
y = b // c
print(y)",2
8,네 변의 길이의 합계가 400cm의 큰 정사각형이 있습니다. 이 사각형 안에 선을 그려서 만든 크기의 같은 100개의 작은 사각형을 만들었습니다. 작은 사각형의 한 변의 길이를 찾습니다.,"a = 400
b = 100
c = 4
y = a / b ** 0.5 / c
print(y)",10
1,양상추는 샐러드를 만드는 재료입니다. 샐러드를 만들기 위해 양상추를 8kg 넣은 무게가 3.5 배가되었습니다. 만든 상추의 무게는 몇 kg입니까?,"a = 8
b = 3.5
y = a * b
print(y)",28
8,"가로 20cm, 세로 15cm 직사각형이 있습니다. 이 직사각형의 원주를 구하십시오.","a = 20
b = 15
y = (a + b) * 2
print(y)",70
2,학생들은 키가 큰 순서로 늘어서 있습니다. 정환리의 키는 세 번째로 크고 송철리의 키는 다섯 번째로 크다. 승표 열쇠는 정환이 더 작고 성철이 더 크면 승자는 몇번째로 서있을까?,"a = 3
b = 5
y = (a + b) // 2
print(y)",4
8,정사각형 A와 한 변이 10cm인 정사각형 B의 한 변의 길이의 비는 3:5입니다. 정사각형 A의 넓이는 몇 cm^2입니까?,"a = 10
b = 3
c = 5
y = (a * b / c)*(a * b / c)
print(y)",36
4,56의 약수를 구하십시오.,"a = 56
y = 0
for i in range(1, a + 1):
    if a % i == 0:
        y += 1

print(y)",8
1,"유원지에 입장한 인원수가 오전에는 275명, 오후에는 569명이었습니다. 오늘 하루 종일 유원지에 들어간 사람은 모두 몇 명입니까?","a = 275
b = 569
y = a + b
print(y)",844
7,"민아가 가지고 있는 끈의 길이는 0.6m이고, 숫돌이 가지고 있는 끈의 길이는 61cm라고 말할 때, 누구의 더 끈이 긴가를 보자.","a = 0.6 * 100
b = 61
dicts = {""민아"": a, ""지석"": b}
y = max(dicts, key=dicts.get)
print(y)",지석
1,꽃 하나를 만들려면 컬러 테이프 39cm가 필요합니다. 컬러 테이프 500 센티미터로 최대 몇 개까지 만들 수 있는지 확인하십시오.,"a = 500
b = 39
y = a // b
print(y)",12
7,"커피를 마신 사람은 12/18L, 경희는 6/10L 마셨다. 두 사람 중 누가 더 우유를 마셨습니까?","a = 12 / 18
b = 6 / 10
dict = {'주은': a, '경희': b}
y = max(dict, key=dict.get)
print(y)",주은
5,어느 수를 8로 나누고 5로 나누어 떨어졌습니다. 어떤 숫자를 4로 나누었습니까?,"a = 8
b = 5
c = 4
y = a * b // c
print(y)",10
1,장원은 5L 주스에서 4L를 마셨다. 나머지 주스는 몇 L입니까?,"a = 5
b = 4
y = a - b
print(y)",1
3,"4장의 숫자 카드 2, 5, 6, 9 중에서 2장만 사용하여 최대 분수를 만들 때 분자와 분모의 합을 구하십시오.","a = [2, 5, 6, 9]
a.sort()
y = a[3] + a[0]
print(y)",11
8,한 변의 길이가 6센티미터인 평행사변형과 한변의 길이가 5센티미터인 정팔각형의 주위가 동일합니다. 이 평행 사변형의 다른 쪽의 길이를 구합니다.,"a = 6
b = 5
c = 8
y = (b * c - a * 2) / 2
print(y)",14
8,10 평방 미터의 정원 A와 30000 센티미터 ²의 정원 B의 크기 차이는 몇 평방 미터입니까?,"a = 10
b = 3
y = a - b
print(y)",7
1,할머니가 자몽 75개를 샀습니다. 기석이 오전에 지몬을 35개 먹고 엄마가 오후에 28개를 먹었다. 남은 자몽의 수를 얻으십시오.,"a = 75
b = 35
c = 28
y = a - b - c
print(y)",12
6,어떤 숫자에서 213을 뺀 것을 잘못 231을 뺀 540이되었습니다. 제대로 계산한 값은 얼마인지를 구하십시오.,"a = 213
b = 231
c = 540
y = c + b - a
print(y)",558
1,큐민이 집에서 문방구점까지는 100보를 걸어야 하고 문구점에서 학교까지는 39보를 걸어야 합니다. 큐민이 집에서 출발하여 문방구점을 통해 학교까지 가는데 모두 걸어야 할까요?,"a = 100
b = 39
y = a + b
print(y)",139
8,직경 10cm의 원형 피자가 있는 경우 이 피자의 넓이는 몇 cm^2입니까? 원주율은 3으로 계산됩니다.,"a = 10
b = 3
y = (a / 2)*(a / 2)*b
print(y)",75
1,한 잔에 5.6L이 들어있는 과일차를 4명이 똑같이 나누어 마시면 주스가 2.5L 남았습니다. 혼자 마신 주스는 무엇 L입니까?,"a = 5.6
b = 4
c = 2.5
y = (a - c) / b
print(y)",0.77
8,"가로 9/4cm, 세로 52/30cm의 직사각형 넓이는 몇 cm²입니까?","a = 9 / 4
b = 52 / 30
y = a * b
print(y)",3.90
5,한 가게에서 초콜릿 5개를 6000원에 판매하고 있습니다. 민정이 20000원을 내고 초콜릿을 사서 8000원 남았습니다. 그럼 민정이 샀던 초콜릿은 몇개인가?,"a = 5
b = 6000
c = 20000
d = 8000
y = (c - d) // b * a
print(y)",10
7,어느 한 쪽의 길이가 12cm인 사각형 A와 가로 13cm 세로 6cm의 사각형 B 중 4변의 길이의 합계가 긴 것은 무엇입니까?,"a = 12
b = 4
c = 13
d = 6
e = a * b
f = (c + d) * 2
dicts = {'A': e, 'B': f}
y = max(dicts, key=dicts.get)
print(y)",A
3,"숫자 카드 8, 1, 7을 한 번만 사용하여 세 자리 숫자를 만들려고합니다. 만들 수 있는 최소 개수는 얼마입니까?","from itertools import permutations

a = ['8', '1', '7']
y = int(min(map(''.join, permutations(a, 3))))
print(y)",178
3,"4장의 숫자 카드 2, 3, 7, 9가 있습니다. 카드를 2장 선택해 1회만 사용해 3보다 큰 소수는 모두 몇개 만들 수 있습니까?","from itertools import permutations

a = [2, 3, 7, 9]
b = 2
c = 2
d = list(permutations(a, b))
y = 0
for i in d:
    if i[0] >= c:
        y += 1
if 0 in a and c in a:
    y -= 1
print(y)",12
1,훈빵 75개를 혼자서 5개씩 나누어 주려고 합니다. 빵을 몇 명으로 나눌 수 있나요?,"a = 75
b = 5
y = a // b
print(y)
",15
1,볼펜 72개를 필통 1개에 8개씩 넣으려고 합니다. 필통은 몇 개 필요합니까?,"a = 72
b = 8
y = a // b
print(y)",9
1,"유진이네 학교 도서관에는 동화, 과학서, 만화책이 있습니다. 동화책은 전체의 1/4, 과학책은 전체의 1/2, 나머지는 만화책입니다. 만화책은 도서관 책 전체의 약간 소수로 표현해 주세요.","a = 1 / 4
b = 1 / 2
y = 1 - (a + b)
print(y)",0.25
