class,problem,code,answer
3,"번호 카드 5, 1, 9, 6이 있습니다. 2장의 카드를 1회만 사용해 작성한 2자리의 숫자를 5로 나눌 때, 몫이 가장 작은 제산식의 몫을 구합니다.","from itertools import permutations

a = ['5', '1', '9', '6']
b = 5
c = list(map(''.join, permutations(a, 2)))
e = []
for i in c:
    if int(i) % b == 0:
        e.append(int(i) // b)
y = min(e)
print(y)",3
5,숫자를 7로 나누면 몫은 3이 됩니다. 이게 뭐야?,"a = 7
b = 3
y = a * b
print(y)",21
8,길이 3미터의 신문을 10장 묶어 신문의 길이를 구합니다.,"a = 3
b = 10
y = a * b
print(y)",30
5,두 자리 숫자 A2에 5를 곱한 것을 60이라고 합니다. A는 얼마입니까?,"a = 60
b = 5
c = a / b
y = int(str(c)[0])
print(y)",1
4,"66, 55, 44, 33 숫자가 있습니다. 그 중에서 최대 수와 최소 수의 곱을 찾습니다.","a = [66, 55, 44, 33]
y = max(a) * min(a)
print(y)",2178
1,"양팔의 저울의 한쪽에 아동서를 두고, 반대쪽에 0.6kg의 무게를 1개, 0.3kg의 무게를 5개 놓고, 완전히 수평으로 했다. 아동서의 무게는 몇 kg입니까?","a = 0.6
b = 0.3
c = 5
y = a + (b * c)
print(y)",2.10
1,가방에는 24개의 토마토가 들어 있습니다. 토마토가 15 가방 있다면 토마토는 전부 몇 개입니까?,"a = 24
b = 15
y = a * b
print(y)",360
4,분모가 30보다 크고 48보다 작은 분수로 1/6과 같은 분수를 찾습니다.,"a = 6
b = 30
c = 48
y = c // a - b // a - 1
print(y)",3
1,"현아는 아침에 120회, 오후 173회 로프를 점프했다. 오늘, 현아가 로프를 점프한 횟수를 살펴보세요.","a = 120
b = 173
y = a + b
print(y)",293
8,정삼각형의 가장자리 길이는 5cm입니다. 이 삼각형의 원주는 센티미터로 무엇입니까?,"a = 5
b = 3
y = a * b
print(y)",15
6,4에 특정 수를 곱하는 것이 잘못되었으므로 6에 특정 수를 곱하여 42를 얻었습니다. 올바르게 계산할 때 얼마나 계산하는지 확인하십시오.,"a = 4
b = 6
c = 42
y = (c / b) * a
print(y)",28
8,한쪽 길이가 3.91m인 정사각형 벽에 벽화를 그린 경우 벽화의 면적은 몇 평방 미터입니까?,"a = 3.91
y = a ** 2
print(y)",15.29
5,"소수점 이하 2자리, 소수점 이하 1자리, 소수점 이하 5자리 소수점 이하 2자리 숫자의 100배는 무엇입니까?","a = 2
b = 1 * 0.1
c = 5 * 0.01
d = 100
e = a + b + c
y = d * e
print(y)",215
6,숫자에 10을 더하고 2를 곱하고 11을 빼고 3으로 나누면 숫자는 무엇입니까?,"a = 10
b = 2
c = 11
d = 3
e = 43
y = (e * d + c) / b - a
print(y)",60
1,Seungju입니다. 40세. 누나의 나이는 순주의 6/5입니다. 여동생은 몇 살입니까?,"a = 40
b = 6 / 5
y = a * b
print(y)",48
1,"유원지 성인 입장권은 35,000원. 어린이는 성인 티켓 가격의 3/7만 지불합니다. 어린이용 티켓 5장을 구입하려면 얼마를 지불해야 하나요?","a = 35000
b = 3/7
c = 5
y = a * b * 3
print(y)",45000
7,"민수는 유아 신장을 152㎝에서 155㎝, 정수는 150㎝로 추정했다. 두 가운데 어느 쪽이 가까운지를 찾습니다.","a = 152
b = 155
c = 150
dicts = {'민수': abs(a - b), '중수': abs(a - c)}
y = min(dicts, key=dicts.get)
print(y)",중수
1,(75+5)÷2+6×3의 계산값을 구합니다.,"y = (75 + 5) / 2 + 6 * 3
print(y)",58
1,"베이커리에서는 쿠키가 10개들이, 구이가 5개들이로 판매되고 있습니다. 쿠키 9개와 신발 2개를 구입한 경우 쿠키와 신발 수의 합계는 얼마입니까?","a = 10
b = 9
c = 5
d = 2
y = a * c + b * d
print(y)",68
3,"3장의 2, 4, 6 숫자 중 가장 큰 몫으로 나누기를 형성하기 위해 한 번만 사용하고 싶습니다. 당신의 점유율은 얼마입니까?","from itertools import permutations

a = ['2', '4', '6']
b = 2
c = int(max(map(''.join, permutations(a, b))))
d = int(min(map(''.join, permutations(a, b - 1))))
y = c // d
print(y)",32
1,Saebom-i는 13.2g의 효모를 사용하여 네 개의 동일한 크기의 빵을 만들었습니다. 한 쌍의 빵을 만드는데 몇 그램의 효모가 사용 되었습니까?,"a = 4
b = 13.2
y = b / a
print(y)",3.30
8,"폭 19cm, 길이 12cm의 직사각형을 1회 잘라, 최대의 정사각형으로 했습니다. 정사각형을 만든 후에 남아있는 직사각형의 네면의 길이의 합은 얼마입니까?","a = 19
b = 12
c = a - b
y = (b + c) * 2
print(y)",38
1,서울 수도권은 25일 오전 11시 지역 전체에 초미세 분진 권고를 발령했다. 현재 서울의 초미립자 농도는 한국 환경성의 24시간 기준인 35마이크로그램의 4.5배의 A마이크로그램이다. 그렇다면 서울의 현재 초미세먼지 농도는 몇 마이크로그램입니까?,"a = 35
b = 4.5
y = a * b
print(y)",157
1,은정은 문방구점에서 34장의 화용지를 290원에 샀다. 은정이 샀던 화지의 총 금액을 살펴보세요.,"a = 290
b = 34
y = a * b
print(y)",9860
8,"폭 12cm, 길이 13cm의 직사각형을 한 번 잘라 최대 사각형으로 만들었습니다. 사각형을 만들고 나머지 사각형의 둘레를 cm 단위로 찾습니다.","a = 12
b = 13
c = a - b
y = (b + c) * 2
print(y)",24
1,도하는 어제 짬뽕 총량의 0.34를 먹었고 오늘은 어제 먹은 양의 0.4를 먹었다. 오늘 도하는 전체의 1/1을 먹었는가?,"a = 0.34
b = 0.4
y = a * b
print(y)",0.14
1,길이 45m의 도로 양쪽에 3m 간격으로 튤립을 심고 싶다. 처음과 마지막 둘 모두에 튤립을 심는 경우 합계에 몇 개의 모종이 필요합니까?,"a = 45
b = 3
y = (a // b + 1) * 2
print(y)",30
8,정팔각형의 한 변의 길이는 15cm입니다. 같은 원주의 정팔각형의 한 변의 길이는 cm로 무엇입니까?,"a = 4
b = 8
c = 15
y = c * b / a
print(y)",30
3,"번호 카드 1, 5, 9, 2, 3을 한 번 플레이하여 만들 수 있는 최대 5자리 숫자를 찾습니다.","from itertools import permutations

a = ['1', '5', '9', '2', '3']
y = int(max(map(''.join, permutations(a, 5))))
print(y)",95321
5,5와 7의 곱에서 숫자를 빼고 6과 4의 합계 몫을 빼고 26을 얻는다면 그 숫자는 무엇입니까?,"a = 5
b = 7
c = 6
d = 4
e = 26
y = (a * b - e) * d - c
print(y)",30
8,과학 실험을 위해 송수는 30cm 정사각형 여과지를 절반으로 자르고 접는 선을 따라 자릅니다. 한 컷 모양의 둘레는 cm로 무엇입니까?,"a = 30
y = 2 * (a + a / 2)
print(y)",90
8,정삼각형의 한 변의 길이는 세 변의 길이의 합계가 99cm입니다.,"a = 99
b = 3
y = a / b
print(y)",33
8,부피가 1600입방센티미터인 직육면체는 각 층에 부피가 1입방센티미터인 32개의 적층된 나무를 쌓아서 만들었다. 이 직육면체는 얼마나 쌓여 있는가?,"a = 1600
b = 32
y = a // b
print(y)",50
3,"네 개의 숫자 카드 3, 5, 7, 2에서 3장을 꺼내서 한 번만 사용하여 AB/C와 같은 나눗셈 공식을 만들려고 합니다. 최소 나눗셈의 몫을 찾습니다.","from itertools import permutations

a = ['3', '5', '7', '2']
b = 3
c = int(min(map(''.join, permutations(a, b - 1))))
d = int(max(map(''.join, permutations(a, b - 2))))
y = c // d
print(y)",3
1,"젠켄은 전세계 여러 나라에서 즐기는 게임입니다. 인도에서는 코끼리, 인간, 개미가 나타나고, 영국에서는 돌, 종이, 가위가 나타납니다. 8 깡패를 합니다. 모든 빔이 연주될 때 얼마나 많은 손가락이 펼쳐지는지에 대한 대답을 찾아보십시오.","a = 8
b = 5
y = a * b
print(y)",40
4,"A와 B의 두 가지 숫자가 있습니다. A와 B의 최대 공약수는 9입니다. 2, 7, 15, 35 및 109 중에서 A와 B의 공통 요인을 찾습니다.","a = [2, 7, 15, 35, 109]
b = 6
for i in a:
    if b % i == 0:
        y = i
print(y)",2
1,네 명이 12.8 리터의 주스를 균등하게 공유하는 경우 1 인당 몇 리터를 마실 수 있습니까?,"a = 12.8
b = 4
y = a / b
print(y)",3.20
8,길이의 4배인 사각형의 폭이 0.28m인 경우 소수점 이하 2자리까지의 면적은 몇 평방 미터입니까?,"a = 4
b = 4
c = 0.28
y = c * (c / a)
print(""{:.2f}"".format(y))",0.02
1,"공장에 10000개 연필이 6개, 1000개 연필이 3개, 100개 연필이 1개, 10개 연필이 8개인 경우, 연필은 모두 얼마입니까?","a = 10000 * 6
b = 1000 * 3
c = 100 * 1
d = 10 * 8
y = a + b + c + d
print(y)",63180
1,하나의 버튼을 고정하기 위해 50cm의 실을 사용하는 경우 450cm의 실로 몇 개의 버튼을 고정 할 수 있습니까?,"a = 50
b = 450
y = b // a
print(y)",9
1,"준영은 아버지와 함께 구멍 낚시에 갔다. 아버지의 낚싯줄은 1m56cm, 준영의 낚싯줄은 119cm입니다. 아빠의 낚싯줄이 준영의 낚싯줄보다 몇 센티미터 더 긴지 알 수 있나요?","a = 1 * 100 + 56
b = 119
y = a - b
print(y)",37
1,"개는 네 발입니다. 개가 84개의 다리를 가지고 있다면, 합계에 몇 마리의 강아지가 있습니까?","a = 4
b = 84
y = b // a
print(y)",21
8,"폭 42cm, 길이 36cm의 색지를 폭 7cm, 길이 6cm로 자르면 몇 장의 색지를 만들 수 있습니까?","a = 42
b = 36
c = 7
d = 6
y = (a // c) * (b // d)
print(y)",36
1,수호는 시장에서 2.4kg의 수박과 1.5kg의 호박을 구입했다. 수호가 구입한 수박과 호박의 총중량은 얼마입니까?,"a = 2.4
b = 1.5
y = a + b
print(y)",3.90
1,1.56L 주스 병이 5개 있습니다. 이 주스의 0.21L를 각 컵에 공유합니다. 얼마나 많은 컵이 필요합니까?,"a = 1.56
b = 5
c = 0.21
y = int(a * b / c)
print(y)",37
5,두 개의 숫자 A와 B의 합은 12이고 차이는 4입니다. 두 개의 A와 B의 곱을 구합니다.,"a = 12
b = 4
y = ((a + b) / 2) * (a - (a + b) / 2)
print(y)",32
5,두 개의 숫자가 있습니다. 두 숫자의 합은 48이며 큰 숫자를 작은 숫자로 나누면 3의 몫입니다. 작은 숫자에서 큰 숫자를 뺀 두 숫자의 차이는 무엇입니까?,"a = 48
b = 3
y = (a / (b + 1))*b - a / (b + 1)
print(y)",24
1,"사슴은 4발, 말은 4발입니다. 농장에는 40마리의 사슴과 35마리의 말이 있습니다. 사슴과 말은 농장에서 총 다리가 많습니까?","a = 4
b = 4
c = 40
d = 35
y = a * c + b * d
print(y)",300
1,"진우의 과수원에서 10,000개의 배를 수확하고 200개를 하나의 상자에 넣었다면 상자는 몇 개일까요?","a = 10000
b = 200
y = int(a / b)
print(y)",50
1,"사탕 공장에서 500개의 사탕을 만들었습니다. 이것들을 12개 포장하면, 포장 후의 캔디는 몇 남아 있습니까?","a = 500
b = 12
y = a % b
print(y)",8
3,다음 공식 60*A<33*11을 만족하는 1에서 9까지의 숫자는 얼마입니까?,"a = 1
b = 9
c = 60
d = 33 * 11
y = 0
for i in range(a, b + 1):
    if i < d / c:
        y += 1
print(y)",6
1,철수는 1장 500원 표를 20장 사고 싶다. 얼마나 철회해야 합니까?,"a = 500
b = 20
y = a * b
print(y)",10000
5,다음 공식 25/5 = 50/A를 만족하는 A를 찾습니다.,"a = 25
b = 5
c = 50
y = c / (a / b)
print(y)",10
3,"숫자는 7, 29, 3, 56, 12입니다. 최소 2자리 숫자와 최소 1자리 숫자의 곱은 무엇입니까?","a = [7, 29, 3, 56, 12]
b = []
c = []
for i in a:
    if i < 10:
        c.append(i)
    else:
        b.append(i)
y = min(b) * min(c)
print(y)",36
1,"촛불에 불을 붙이고, 36분 후에 측정했는데, 73mm였습니다. 이 촛불이 9분마다 4mm의 일정 속도로 타는 경우에는 첫 촛불의 길이를 mm로 구합니다.","a = 36
b = 73
c = 9
d = 4
y = b + (a / c * d)
print(y)",89
7,"현아는 신장 166cm에서 170cm, 주현이는 신장 160cm로 추정했다. 두 가운데 어느 쪽이 가까운지를 찾습니다.","a = 166
b = 170
c = 160
dicts = {'현아': abs(a - b), '주현': abs(a - c)}
y = min(dicts, key=dicts.get)
print(y)",현아
8,"면적이 90cm², 저변이 10cm, 상면이 20cm의 사다리꼴 높이를 구합니다.","a = 90
b = 10
c = 20
y = 2 * a / (b + c)
print(y)",6
1,"촛불에 불이 켜지고 33 분 후에 116mm로 측정되었습니다. 이 촛불이 3분마다 4밀리미터의 일정한 속도로 타는 경우, 첫 촛불의 길이는 몇 센티미터와 밀리미터입니까?","a = 33
b = 116
c = 3
d = 4
y = b + (a / c * d)
print(y)",160
1,"그 주, 지희는 2.41L, 데호는 3.52L를 마셨다. 두 사람은 일주일에 몇 리터의 콜라를 마셨습니까?","a = 2.41
b = 3.52
y = a + b
print(y)",5.93
1,"수지가 하루 동안 특정 작업을 수행하는 경우, 그녀는 전체의 1/11을 실행할 수 있으며, 제연이 그것을 수행하면 그녀는 전체의 1/35를 실행할 수 있습니다. 두 사람이 이 작업을 수행하는 경우 모든 작업을 완료하는 데 며칠이 걸리는지 확인합니다.","import math

a = 1 / 11
b = 1 / 35
y = math.ceil(1 / (a + b))
print(y)",8
8,직경 90cm의 원형 맨홀 뚜껑이 있습니다. 이 맨홀의 뚜껑의 반경은 몇 센티미터입니까?,"a = 90
y = a / 2
print(y)",45
8,직사각형의 길이와 폭이 12cm와 19cm이면 다른 두 변의 길이의 합을 cm로 구합니다.,"a = 12
b = 19
y = a + b
print(y)",31
3,"번호 카드 1, 2, 3, 4가 있습니다. 2장의 카드를 선택해 1회만 사용하면, 2보다 큰 1자리수의 소수를 몇개 만들 수 있습니까?","from itertools import permutations

a = [1, 2, 3, 4]
b = 2
c = 2
d = list(permutations(a, b))
y = 0
for i in d:
    if i[0] >= c:
        y += 1
if 0 in a and c in a:
    y -= 1
print(y)",9
8,"폭 17cm, 높이 12cm의 직사각형을 한 번 잘라 최대 사각형으로 만들었습니다. 정사각형을 형성한 후에 남아 있는 직사각형의 네 변의 길이의 합은 몇 센티미터입니까?","a = 17
b = 12
c = a - b
y = (b + c) * 2
print(y)",34
1,3개의 말멜로의 무게는 550g입니다. 그램에서 6 마르멜로의 무게를 찾습니다.,"a = 3
b = 550
c = 6
y = b / a * c
print(y)",1098
1,"양갱은 5개 봉투가 있으며, 각각 13개의 가방이 들어 있습니다. 5봉지 모두 양갱은 몇 들어있나요?","a = 13
b = 5
y = a * b
print(y)",65
1,도넛 1개를 만드는데 설탕 17.3g 걸립니다. 432.5 그램의 설탕으로 만들 수 있는 도넛의 수를 확인하십시오.,"a = 17.3
b = 432.5
y = b / a
print(y)",20
1,도로의 한쪽에 33열의 나무가 10미터 떨어져 심어져 있다면 이 도로의 길이는 얼마입니까?,"a = 33
b = 10
y = a * b
print(y)",330
4,12개보다 큰 분자와 23개 분모에는 진정한 분수가 있습니까?,"a = 12
b = 23
y = b - a - 1
print(y)",10
7,"법인의 집에서 학교까지의 거리가 9/11km, 공원까지의 거리가 0.8km, 문방구점까지의 거리가 0.5km라고 하면, 법인의 집으로부터 가장 먼 곳은 어디입니까?","a = 9 / 11
b = 0.8
c = 0.5
dicts = {'학교': a, '공원': b, '문구점': c}
y = max(dicts, key=dicts.get)
print(y)",학교
6,5.3을 곱해야 할 숫자를 잘못 빼면 12.7이됩니다. 올바르게 계산된 값을 찾습니다.,"a = 5.3
b = 12.7
y = (b + a) * a
print(y)",95.40
1,바구니에는 20개의 배가 들어 있으며 각 무게는 0.4kg입니다. 보트가 들어있는 바구니의 무게는 12.53kg입니다. 바구니만으로 몇 kg의 무게가 있나요?,"a = 0.4
b = 20
c = 12.53
y = c - a * b
print(y)",4.53
1,"(4/6)×3, 3.6×3, (4/9)×3의 계산 결과의 합계를 구합니다.","a = (4/6)*3
b = 3.6*3
c = (4/9)*3
y = a + b + c
print(y)",14.13
7,"수애와 승호는 100m 레이스에 출전했다. 수애가 16.12초, 승호가 17.55초 걸렸다면 누가 빨리 달렸을까요?","dicts = {""수애"": 16.12, ""승호"": 17.55}
y = min(dicts, key=dicts.get)
print(y)",수애
8,"저변이 3cm, 면적이 60cm²인 평행사변형의 높이는 얼마입니까?","a = 3
b = 60
y = b / a
print(y)",20
4,156의 어느 배수가 1500에 가장 가까운가?,"a = 156
b = 1500
c = a * (b // a)
d = a + c
y = c if min(b - c, abs(b - d)) == (b - c) else d
print(y)",1560
3,"네 개의 숫자 카드 1, 5, 9, 2에서 최대 수와 최소 수의 차이를 찾습니다.","a = [1, 5, 9, 2]
y = max(a) - min(a)
print(y)",8
8,60cm 사각 다이아몬드로 한 대각선이 5cm이면 다른 대각선은 몇 센티미터입니까?,"a = 60
b = 5
y = a * 2 / b
print(y)",24
1,10 x 0.9를 계산하고 값을 찾습니다.,"a = 10
b = 0.9
y = a * b
print(y)",9
1,"주스가 가득 들어간 병의 무게는 5/4kg입니다. 주스의 절반을 마신 후, 정일은 그것을 칭하고 13/15kg이라는 것을 발견했다. 빈 병의 무게는 몇 kg입니까?","a = 5 / 4
b = 13 / 15
y = (b * 2 - a) 
print(y)",0.48
1,"15만원의 모든 수표를 1만원의 수표로 교환한 경우, 1만원의 수표는 몇 장 교환되었습니까?","a = 100000 * 15
b = 10000
y = a // b
print(y)",150
1,"끈 길이는 0.4m, 리본 길이는 끈 길이의 18배입니다. 리본은 몇 미터입니까?","a = 0.4
b = 18
y = a * b
print(y)",7.20
8,"폭 15/33 미터, 길이 2/9 미터의 직사각형이 있습니다. 이 직사각형의 폭과 길이의 차이를 찾아 십진수로 표현합니다.","a = 15 / 33
b = 2 / 9
y = abs(a - b)
print(y)",0.23
7,공장에서 시간당 60명의 인형을 만듭니다. 내 공장이 5시간 만에 442명의 인형을 생산한다면 어느 공장이 5시간 내에 더 많은 인형을 생산했습니까?,"a = 60
b = 5
c = 442
dicts = {""가"": a * b, ""나"": c}
y = max(dicts, key=dicts.get)
print(y)",나
3,10보다 크고 55보다 작은 수는 3으로 나누었을 때 나누어지고 나머지는 1에서 8로 나눈 숫자는 얼마입니까?,"a = 10
b = 55
c = 3
d = 1
e = 8
y = 0
for i in range(a+1, b):
    if i % c == d and i % e == 0:
        y = y + 1
print(y)",2
3,"번호 카드 2, 3, 5, 9, 8이 있습니다. 이 카드를 한 번만 사용하여 3자리 숫자와 2자리 숫자를 만들었습니다. 3자리 숫자를 2자리 숫자로 나눌 때 가장 작은 몫을 찾습니다.","from itertools import permutations

a = ['2', '3', '5', '9', '8']
b = int(max(map(''.join, permutations(a, 2))))
c = int(min(map(''.join, permutations(a, 3))))
y = c // b
print(y)",2
1,지붕 처마에서 매시간 25mL의 물이 새어 있습니다. 하루에 몇 밀리리터의 물이 새는지 확인하십시오.,"a = 25
b = 24
y = a * b
print(y)",600
1,식당의 각 테이블에는 4개의 의자가 있습니다. 이 식당에 20개의 테이블이 있다면 총 의자가 몇 개 있나요?,"a = 4
b = 20
y = a * b
print(y)",80
5,다음 공식이 있습니다 10 * 5 * A> 500. 이것을 충족하는 최소 자연수를 찾습니다.,"a = 5
b = 10
c = 500
y = c // (a * b) + 1 
print(y)",11
8,오각형 모서리 수와 팔각형 피라미드 모서리 수의 차이는 무엇입니까?,"a = 5
b = 8
c = a * 3
d = b * 2
y = abs(c - d)
print(y)",1
8,"폭 10m, 길이 9cm의 직육면체의 전각 길이의 합계가 100cm일 때의 직육면체의 높이를 구합니다.","a = 10
b = 9
c = 100
y = c / 4 - (a + b)
print(y)",6
8,길이 57cm의 끈으로 만들어진 최대의 정사각형의 한변의 길이는 어느 정도입니까?,"a = 57
b = 4
y = a / b
print(y)",14
7,"순우는 피자 전체의 3/13을 먹고, 재윤은 피자 전체의 1/9을 먹고, 민재는 피자 전체의 2/10을 먹었다. 피자를 가장 많이 먹지 않은 사람은 누구입니까?","a = 3 / 13
b = 1 / 9
c = 2 / 10
dicts = {'승우': a, '재윤': b, '민재': c}
y = min(dicts, key=dicts.get)
print(y)",재윤
1,코스모스에는 8장의 꽃잎이 있습니다. 그렇다면 다섯 개의 우주에는 몇 장의 꽃잎이 있습니까?,"a = 8
b = 5
y = a * b
print(y)",40
2,일정 속도로 버스 A는 60000m를 이동하는 데 30분이 걸렸고 버스 B는 245km를 이동하는 데 2시간이 걸렸습니다. 1시간 운전 후 같은 장소에서 더 멀리 도착하는 버스는?,"a = 60000
b = 0.5
c = 245 * 1000
d = 2
dict = {'A':a * (1 / b), 'B': c / d}
y = max(dict, key=dict.get)
print(y)",B
4,"숫자 9.81, 51, 23이 있습니다. doubles는 최대 수를 최소 수로 나눈 몫을 찾습니다.","a = [9, 81, 51, 23]
y = max(a) // min(a)
print(y)",9
1,21㎝의 연필을 한 달 사용한 뒤 재현은 다시 한번 측정했는데 6㎝인 것으로 나타났다. 연필은 한 달에 몇 센티미터 사용됩니까?,"a = 21
b = 6
y = a - b
print(y)",15
1,당신은 각 사람에게 42개의 초콜릿을 각각 2개씩 주고 싶습니다. 몇 명을 공유할 수 있나요?,"a = 42
b = 2
y = a // b
print(y)",21
1,"우빈의 농장에서는 220개의 멜론이 수확되었지만, 수확된 멜론 20개를 상자에 담아 판매한 경우, 멜론은 몇개 팔 수 있습니까?","a = 220
b = 20
y = a // b
print(y)",11
1,각각 18/11m와 16/8m 길이의 두 개의 컬러 테이프를 6/7m의 오버랩으로 접착했습니다. 서로 부착된 컬러 테이프의 전체 길이의 미터 수를 10진수로 표시합니다.,"a = 18/11
b = 16/8
c = 6/7
y = a + b - c
print(y)",2.78
1,은영의 신장이 1m58cm이고 미성의 신장이 은영보다 10cm 높으면 미성의 신장이 몇 미터인지 십진수로 표시합니다.,"a = 1.58
b = 10
c = 0.01
d = b * c
y = a + d
print(y)",1.68
1,6명에게 37장씩 5장씩 선물합니다. 모두 배부한 후 스티커는 몇 장 남아 있나요?,"a = 37
b = 6
c = 5
y = a - b * c
print(y)",7
1,"송희는 아일랜드 여행을 위해 그녀의 돈을 바꾸고 싶다. 송희가 은행에 갔을 때 1아일랜드 달러는 1,150원에 해당했다. 대한민국 원에서 10아일랜드 달러는 얼마입니까?","a = 1150
b = 10
y = a * b
print(y)",11500
1,민우는 편의점에서 1500원 과자를 3개 사서 5000원 지불했다. 받을 변경의 양을 확인합니다.,"a = 1500
b = 3
c = 5000
y = c - a * b
print(y)",500
5,2자리 숫자 A5와 1자리 숫자 B의 곱은 60입니다. 그렇다면 A와 B의 합계는 무엇입니까?,"a = 5
b = 60
for i in range(1,10):
    for j in range(1,10):
        if (i * 10 + a) * j == b:
            c = i
            d = j
            break
y = c + d
print(y)",5
1,꽃집에서는 650g의 상자에 4kg의 꽃을 200g씩 포장했습니다. 포장 된 꽃의 3 상자의 무게를 그램으로 구합니다.,"a = 650
b = 4200
c = 3
y = (a + b) * c
print(y)",14550
7,"송수의 집에서는 은행, 서점, 병원이 각각 1km 555m, 1666m, 1554m 거리에 있습니다. 은행, 서점, 병원에서 송수의 집에서 가장 먼 곳은 어디입니까?","a = 1555
b = 1666
c = 1554
dicts = {""은행"": a, ""서점"": b, ""병원"": c}
y = max(dicts, key=dicts.get)
print(y)",서점
8,둘레가 20센티미터인 사각형과 폭이 10센티미터이고 둘레가 30센티미터인 직사각형이 있습니다. 두 숫자의 면적 차이를 센티미터²로 찾습니다.,"a = 20
b = 4
c = 10
d = 30
y = (c * (d / 2 - c)) - (a / b) ** 2
print(y)",125
8,"높이 90cm, 폭 450cm²의 삼각형이 있습니다. 이 삼각형의 하단의 길이를 찾습니다.","a = 90
b = 450
y = b * 2 / a
print(y)",10
8,정오각형의 변의 길이는 12cm입니다. 이 정오각형 주위를 찾습니다.,"a = 12
b = 5
y = a * b
print(y)",60
6,11.27을 숫자로 나누면 값은 2입니다. 이게 무슨 숫자야?,"a = 11.27
b = 2
y = a / b
print(y)",5.63
4,"5장의 숫자 카드 5, 8, 2, 3, 6을 한 번 사용하여 6자리 숫자로 최대 5자리 숫자를 만듭니다.","a = [5,8,2,3,6]
b = 6
a.sort()
a.remove(b)
y = 10000*a[3] + 1000*a[2]+ 100*b + 10*a[1] + a[0]
print(y)",85632
1,"연습용 시트 165장, 1인당 5장을 배포합니다. 방안지는 몇 분 배부할 수 있습니까?","a = 165
b = 5
y = a // b
print(y)",33
6,"수치를 5로 나누는 것을 잘못했기 때문에, 수치에 5를 곱해 115를 요구했습니다. 올바르게 계산되면 몫에 나머지를 곱합니다.","a = 5
b = 115
c = b / a
y = (c // a) * (c % a)
print(y)",12
1,진호는 매일 5.6km 걸어갑니다. 진호는 14일 동안 몇 킬로미터 걸었나요?,"a = 5.6
b = 14
y = a * b
print(y)",78.40
1,"세찬은 형에게 갖고 있던 40개의 우유의 1/4을 주었고, 그중 3개를 잃었다. 세찬은 얼마나 우유를 남겼는가?","a = 40
b = 1/4
c = 3
y = a * (1 - b) - 3
print(y)",7
5,"번호 5117, A, 5119의 일반 배열에서 A의 올바른 번호를 찾습니다.","a = 5119
b = 5117
c = a - b
y = b + c / 2
print(y)",5118
8,"둘레 40cm의 사각형과 폭 21cm, 둘레 66cm의 사각형이 있습니다. 두 숫자의 면적의 합을 cm²로 구합니다.","a = 40
b = 4
c = 21
d = 66
e = (a / b) ** 2
f = c * (d / 2 - c)
y = e + f
print(y)",352
1,각 병에 2.3 리터의 소다가 포함되어 있으면 8 개의 병에 몇 리터가 있습니까?,"a = 2.3
b = 8
y = a * b
print(y)",18.40
8,반경 13cm의 원이 있습니다. 이 원의 면적은 cm²로 무엇입니까?,"import math

a = 13
b = math.pi
y = (a ** 2) * b
print(y)",1667.96
6,5를 곱한 숫자가 실수로 추가되어 13이었습니다. 올바르게 계산하십시오.,"a = 5
b = 13
y = (b - a) * a
print(y)",40
8,"네면 길이의 합계가 30cm, 폭이 8cm이면 길이는 몇 cm입니까?","a = 30
b = 8
y = a / 2 - b
print(y)",7
8,"폭 50cm, 높이 10cm의 직사각형 타일을 거듭하지 않고, 수평 방향으로 10열씩 12열. 붙여넣은 타일 전체 주위를 찾습니다.","a = 50
b = 10
c = 10
d = 12
y = (a * c * 2) + (b * d * 2)
print(y)",1240
8,직경 20cm의 원 A와 반경 4cm의 원 B가 있습니다. 두 원 AB 주변의 차이를 찾습니다. 원주는 3으로 계산됩니다.,"a = 20
b = 4
c = 2
d = 3
y = abs((a * d) - (b * c * d))
print(y)",36
1,"850mL의 물 중 수영은 아침 400mL, 오후 300mL를 마셨다. 남은 물이 몇 mL인지 확인합니다.","a = 850
b = 400
c = 300
y = a - b - c
print(y)",150
8,각각 7.12 센티미터와 8.99 센티미터의 두 변을 가진 평행 사변형 센티미터의 둘레는 무엇입니까?,"a = 7.12
b = 8.99
y = a * 2 + b * 2
print(y)",32.22
2,학생들은 키순으로 늘어서 있습니다. 승철은 여섯번째로 높고 남일은 여덟번째로 높다. 준혁이 승철보다 키가 크고 나밀보다 키가 크면 준혁은 얼마나 높을까?,"a = 6
b = 8
y = (a + b) // 2
print(y)",7
4,"번호 카드 43, 85, 36, 22가 있는 경우 최대 수를 최소 수로 나누었을 때의 나머지는 얼마입니까?","a = [43, 85, 36, 22]
y = max(a) % min(a)
print(y)",19
8,가장자리 길이가 1.55m인 정사각형 면적은 몇 평방 미터입니까?,"a = 1.55
y = a * a
print(y)",2.40
1,"진세오는 길이 10m와 23cm의 컬러 테이프를 가졌다. 나는 형을 위해 그것을 잘라냈고, 겨우 5 미터에 불과했다. 당신이 형에게 준 색깔의 테이프는 몇 센티미터입니까?","a = (10 * 100) + 23
b = (5 * 100)
y = a - b
print(y)",523
1,혼자서 35개의 마카롱 7개를 줍니다. 공유할 수 있는 인원수를 확인하세요.,"a = 35
b = 7
y = a // b
print(y)",5
8,한 변의 길이가 4cm인 정삼각형의 3변의 합계는 어느 정도입니까?,"a = 4
b = 3
y = a * b
print(y)",12
