,Unnamed: 0,class,problem,code,answer
474,474,5,"규칙적인 수의 배열 6187, A, 9085 에서 A에 알맞은 수를 구해 보시오.","a = 9085
b = 6187
c = a - b
y = b + c / 2
print(y)",5118
475,475,8,"둘레가 40cm 인 정사각형과 가로가 35cm이고, 둘레가 65cm 인 직사각형이 있습니다. 두 도형의 넓이의 합은 몇 cm²인지 구하시오.","a = 40
b = 4
c = 35
d = 65
e = (a / b) ** 2
f = c * (d / 2 - c)
y = e + f
print(y)",352
476,476,1,"음료수가 한 병에 1.3리터씩 들어 있다면, 4병에 들어 있는 음료수는 몇 리터인가요?","a = 1.3
b = 4
y = a * b
print(y)",18.40
477,477,8,반지름의 길이가 25cm인 원이 있습니다. 이 원의 넓이는 몇 cm²인가요?,"import math

a = 25
b = math.pi
y = (a ** 2) * b
print(y)",530.929158456675
478,478,6,어떤 수에 8를 곱해야 할 것을 잘못하여 더했더니 38이 되었습니다. 바르게 계산해보시오.,"a = 8
b = 38
y = (b - a) * a
print(y)",40
479,479,8,네 변의 길이의 합이 38cm인 직사각형의 가로가 4cm라면 세로는 몇cm 입니까?,"a = 38
b = 4
y = a / 2 - b
print(y)",7
480,480,8,"가로가 33센티미터 , 세로가 14센티미터 인 직사각형 모양의 타일을 겹치지 않게 가로로 10개씩 10줄을 이어 붙였습니다.이어 붙인 타일 전체의 둘레를 구하시오.","a = 33
b = 14
c = 10
d = 10
y = (a * c * 2) + (b * d * 2)
print(y)",1240
481,481,8,"지름이 62cm인 원 A와 , 반지름이 7cm인 원 B가 있습니다. 두 원AB의 둘레의 차를 구하시오. 원주율은 9으로 계산합니다.","a = 62
b = 7
c = 2
d = 9
y = abs((a * d) - (b * c * d))
print(y)",36
482,482,1,물 850mL 중에서 수연이는 오전에 684mL를 마시고 오후에 237mL를 마셨습니다. 남은 물은 몇 mL인지 구하시오.,"a = 850
b = 684
c = 237
y = a - b - c
print(y)",150
483,483,8,"두 변의 길이가 각각 5.17센티미터, 9.99센티미터인 평행사변형의 둘레는 몇 센티미터입니까?","a = 5.17
b = 9.99
y = a * 2 + b * 2
print(y)",32.22
484,484,2,"학생들이 키가 큰 순서대로 줄을 서있다. 승철이의 키는 여섯 번째로 크고, 남일이의 키는 여덟 번째로 크다. 준혁이의 키는 승철이보다 작고 남일이보다 크다면 준혁이는 몇 번째에 서 게 될까요?","a = 6
b = 8
y = (a + b) // 2
print(y)",7
485,485,4,"숫자 카드 71, 49, 58, 43가 있을 때 가장 큰 수를 가장 작은 수로 나누었을 때 나머지는 얼마일까요?","a = [71, 49, 58, 43]
y = max(a) % min(a)
print(y)",19
486,486,8,한변의 길이가 1.64미터인 정사각형의 넓이는 몇 제곱미터인가요?,"a = 1.64
y = a * a
print(y)",2.40
487,487,1,진서는 길이가 23 미터 59센티미터인 색 테이프를 가지고 있었습니다. 동생에게 얼마만큼 잘라 주었더니 6미터가 남았습니다. 동생에게 준 색 테이프는 몇 센티미터인가요?,"a = (23 * 100) + 59
b = (6 * 100)
y = a - b
print(y)",523
488,488,1,마카롱 57개를 한 사람에게 7개씩 주려고 합니다. 몇 사람에게 나누어 줄 수 있는지 구해 보세요.,"a = 57
b = 7
y = a // b
print(y)",5
489,489,8,한 변의 길이가 2cm인 정삼각형의 세 변의 합은 몇cm입니까?,"a = 2
b = 3
y = a * b
print(y)",12
490,490,1,9를 56배 한 수는 얼마인지 계산하시오.,"a = 9
b = 56
y = a * b
print(y)",305
491,491,5,종이 64장을 민우와 선호가 7:5로 나누어 가졌습니다. 민우는 몇장의 종이를 가지게 됩니까?,"a = 64
b = 7
c = 5
y = a / (b + c) * b
print(y)",27
492,492,1,"C는 27×7÷5, D는 19÷(2×4)입니다. C+D를 구하세요.","a = 27* 7 / 5
b = 19 / (2 * 4)
y = a + b
print(y)",29.5
493,493,1,"초콜릿이 12개씩 19상자가 있습니다. 이 초콜릿을 7개씩 나누어 주려고 한다면, 다 나누어주고 남은 초콜릿은 몇 개입니까?","a = 12
b = 19
c = 7
y = (a * b) % c
print(y)",3
494,494,5,"어떤 수 A,B,C가 있습니다. B는 A의 7배이고, C는 A의 1배입니다. B와 C의 합이 355이라면 A는 몇입니까?","a = 7
b = 1
c = 355
y = c / (b + a)
print(y)",20
495,495,5,"두 자연수A,B의 합은 60이고 큰 수를 작은 수로 나누면 몫이 6입니다. 두 수의 차는 얼마일까요?","a = 60
b = 6
y = (a // (b + 1))*b - a // (b + 1)
y = int(y)
print(y)",56
496,496,1,승호는 바닷물 1927g을 떠와서 소금 81g을 분리하였습니다. 승호가 떠온 바닷물의 양은 분리한 소금의 양의 몇 배일까요?,"a = 1927
b = 81
y = a / b
print(y)",50
497,497,7,"학교에서 재호네 집까지는 2860걸음, 준희네 집까지는 2633걸음라고 한다면, 학교에서 누구네 집이 더 먼지 구하세요.","a = 2860
b = 2633
dicts = {'재호': a, '준희': b}
y = max(dicts, key=dicts.get)
print(y)",준희
498,498,1,"226센티미터의 막대를 15조각으로 나누었다면, 9조각의 길이의 합은 몇센티미터인가요?","a = 226
b = 15
c = 9
y = a / b * c
print(y)",90
499,499,7,"정수는 오늘 시험 대비를 위해 수학을 1/3시간, 국어를 0.9시간, 과학을 1/2시간 공부했다면, 정수가 가장 공부를 오래한 과목은 무엇인가요?","a = 1/3
b = 0.9
c = 1/2
d = {'수학': a, '국어' : b, '과학' : c}
y = max(d, key=d.get)
print(y)",수학
500,500,8,육각기둥의 꼭짓점의 수와 칠각뿔의 면의 수 중 개수가 더 많은 것을 찾아 그 수를 쓰세요.,"a = 6
b = a * 2
c = 7
d = c + 1
y = max(b, d)
print(y)",12
501,501,7,192 cm인 친구의 키를 민수는 162cm으로 어림하였고 현수는 532cm로 어림하였습니다. 둘 중에 누가 더 가깝게 어림하였는지 구하세요.,"a = 192
b = 162
c = 532
dicts = {'민수': abs(a - b), '현수': abs(a - c)}
y = min(dicts, key=dicts.get)
print(y)",현수
502,502,4,"8장의 숫자 카드 0, 9, 7, 6, 3, 1을 한 번씩 사용하여 가장 큰 여섯 자리 수를 만들고 그 수를 써보세요.","from itertools import permutations

a = ['0', '9', '7', '8', '3', '1']
y = max(list(map(''.join, permutations(a, 6))))
print(y)",976510
503,503,8,"길이가 17센티미터인 철사를 구부려서 가장 큰 정사각형을 만들 때, 정사각형의 한 변은 몇 센티미터입니까?","a = 17
b = 4
y = a / b
print(y)",5
504,504,4,"숫자 6.1 3.4 3.4 3.3 이 있습니다. 이중에서, 가장 큰 수에서 작은 수를 뺀 값을 구하세요.","a = [6.1, 3.4, 3.4, 3.3 ]
y = max(a) - min(a)
print(y)",1.90
505,505,8,"가로가 8센티미터, 세로가 3센티미터인 직육면체의 부피가 80세제곱센티미터입니다. 이 직육면체의 높이는 몇 cm인가요?","a = 8
b = 3
c = 80
y = c / a / b
print(y)",2
506,506,8,"막대자석의 가로 길이는 2.9센티미터, 세로는 2.7센티미터입니다. 이 막대자석을 위에서 내려다봤을 때 보이는 면의 넓이는 몇 센티미터²인가요?","a = 2.9
b = 2.7
y = a * b
print(y)",8.88
507,507,4,"1.45에 어떤 수를 곱하였더니 곱이 2.38보다 작아졌습니다. 22, 0.2, 154.15중 어떤 수가 될 수 있는 수를 찾으세요.","a = 1.45
b = [22, 0.2, 154.15]
for i in b:
    if a * i < a:
        y = i
        break
print(y)",0.2
508,508,6,"어떤 수를 4로 나누었더니 몫이 9가 되었습니다. 어떤 수를 4으로 나눈다면, 몫은 얼마입니까?","a = 4
b = 9
c = 4
d = a * b
y = d // c
print(y)",10
509,509,1,소리가 잰 나무 막대의 길이는 소리의 왼손의 다섯 뼘 길이였습니다. 왼손 한 뼘의 길이가 17센티미터라면 나무 막대의 길이는 몇 센티미터입니까?,"a = 5
b = 17
y = b * a
print(y)",100
510,510,7,"학교에서 재호네 집까지는 3139걸음, 준희네 집까지는 5170걸음입니다. 학교에서 누구네 집 이 더 먼지 구하세요.","a = 3139
b = 5170
dicts = {'재호': a, '준희': b}
y = max(dicts, key=dicts.get)
print(y)",재호
511,511,1,(21/53)×7을 계산하세요.,"a = 21/53
b = 7
y = a * b
print(y)",6.19
512,512,5,분모A와 분자B의 합이 63이고 차가 4인 가분수를 구하려고 합니다. B/A를 소수로 나타내시오.,"a = 63
b = 4
y = ((a + b) / 2) / (a - (a + b) / 2)
print(y)",1.56
513,513,1,변기 물통에 물 6리터가 들어 있는 페트병 하나를 넣으면 변기의 물을 한 번 내릴 때마다 물 3리터를 절약할 수 있습니다. 하루에 변기 물을 28번 내린다고 할 때 이 방법으로 58일 동안 절약할 수 있는 물의 양은 몇 리터일까요?,"a = 6
b = 3
c = 28
d = 58
y = b * c * d
print(y)",1350
514,514,1,"몽준이네 반 학급 문고에는 동화책이 368 권, 위인전이 884 권 있습니다. 학급 문고에 있는 동화책과 위인전을 합하면 모두 몇 권인지 구해보시오.","a = 368
b = 884
y = a + b
print(y)",657
515,515,4,9와 16의 최소공배수를 구하세요.,"import math

a = 9
b = 16
c = math.gcd(a, b)
d = a * b
y = d // c
print(y)",140
516,516,7,성빈이의 지우개의 길이는 3.8 cm이고 윤서의 지우개의 길이는 5.5 cm입니다. 누구의 지우개가 더 긴지 구하세요.,"a = 3.8
b = 5.5
dicts = {'성빈': a, '윤서': b}
y = max(dicts, key=dicts.get)
print(y)",윤서
517,517,1,1286만 원을 83만 원짜리 수표로 바꾸려고 합니다. 50만 원짜리 수표로 최대 몇 장 바꿀 수 있을까요?,"a = 1286
b = 83
y = a // b
print(y)",51
518,518,3,1부터 9까지의 수 중에서 다음 식 92 < 3 * A 을 만족하는 수는 모두 몇 개인가요?,"a = 1
b = 9
c = 92
d = 3
y = 0
for i in range(a, b + 1):
    if i > c / d:
        y += 1
print(y)",2
519,519,1,손난로가 67팩이  있습니다. 한 상자에 5 팩씩 담아서 정리하려고 합니다. 상자는 모두 몇 개가 필요합니까?,"import math
a = 67
b = 5
y = math.ceil(a / b)
print(y)",23
520,520,8,배흘림기둥이란 목조로 만든 기둥의 모양이 중간은 지름이 크고 위 아래로 갈수록 지름을 점차 줄여 만든 것입니다. 어떤 배흘림기둥의 단면이 원 모양일 때 지름이 92센티미터인 부분의 둘레는 몇 센티미터일까요? (원주율: 3.1),"a = 92
b = 3.1
y = a * b
print(y)",217
521,521,4,"들이 28L, 9L 358mL, 5486mL가 있습니다. 가장 많은 들이와 가장 적은 들이의 합은 몇 mL인지 구하시오.","a = [28000, 9358, 5486]
y = max(a) + min(a)
print(y)",14050
522,522,8,"가로가 45cm, 세로가 15cm인 직사각형을 한 번 잘라서 가장 큰 정사각형을 만들었습니다. 정사각형을 만들고 남은 직사각형의 네 변의 길이의 합은 몇 cm 입니까?","a = 45
b = 15
c = abs(a - b)
y = (a + c) * 2
print(y)",60
523,523,4,92의 약수의 개수는 몇 개일까요?,"a = 92
y = 0
for c in range(1, a + 1):
    if a % c == 0:
        y += 1
print(y)",6
524,524,8,둘레가 96cm인 정사각형의 한 변의 길이는 몇 cm입니까?,"a = 4
b = 96
y = b / 4
print(y)",24
525,525,8,"삼각형의 한 각의 크기가 86°가 입니다. 그렇다면, 나머지 두 각의 합은 얼마입니까?","a = 180
b = 86
y = a - b
print(y)",105
526,526,6,어떤 수에서 416을 더해야 할 것을 잘못하여 324을 뺐더니 95가 되었습니다. 바르게 계산한 값을 구해보세요.,"a = 416
b = 324
c = 95
y = c + b + a
print(y)",1126
527,527,4,"숫자 17, 19, 60, 78 가 있습니다. 이 중에서, 가장 많은 약수의 개수는 몇 개 인가요?","a = [17, 19, 60, 78]
b = []
y = 0
for i in a:
    c = 0
    for t in range(1, i + 1):
        if i % t == 0:
            c += 1
    b.append(c)
y = max(b)
print(y)",8
528,528,7,"4개의 수 A, B, C, D가 있습니다. A는 80입니다. B는 A보다 21큰 수입니다. C는 B보다 33작은 수입니다. D는 C의 3배인 수입니다. 어떤 수가 가장 큽니까?","a = 80
b = 21
c = 33
d = 3
dicts = {'A': a, 'B': a + b, 'C': a + b - c, 'D': (a + b - c) * d}
y = max(dicts, key=dicts.get)
print(y)",D
529,529,8,한 변의 길이가 18센티미터인 정사각형 모양의 액자의 둘레는 몇 센티미터인가요?,"a = 18
b = 4
y = a * b
print(y)",44
530,530,1,"공책 한 권의 무게는 98g , 연필 한 자루의 무게는 41g , 지우개 한 개의 무게는 7g입니다. 공책 23권, 연필 65자루, 지우개 34개의 무게의 합은 몇 g인지 구하시오.","a = 98
b = 41
c = 7
d = 23
e = 65
f = 34
y = a * d + b * e + c * f
print(y)",1165
531,531,1,양말이 43켤레 있습니다. 한 상자에 3 켤레씩 담아서 정리하려고 합니다. 상자는 모두 몇 개가 필요한지 구하시오.,"a = 43
b = 3
y = a // b
print(y)",20
532,532,7,우유를 진현이는 10리터 의 0.31 배만큼 마셨고 영진이는 1.9리터를 마셨습니다. 우유를 누가 더 많이 마신 사람은 누구입니까?,"a = 10
b = 0.31
c = 1.9
dicts = {""진현"": a * b, ""영진"": c}
y = max(dicts, key=dicts.get)
print(y)",영진
533,533,1,(8＋2)×39＋3×(11-8)÷3를 계산하세요.,"y = (8 + 2) * 39 + 3 * (11 - 8) / 3
print(y)",141
534,534,8,"길이가 67cm 인 실을 사용하여 가장 큰 정사각형을 만들고 남은 실의 길이는 몇 cm 입니까?(단, 실의 길이는 항상 자연수cm이다.)","a = 67
b = 4
c = a // b
y = a - (b * c)
print(y)",3
535,535,4,"수 1, 1, 4, 2, 5 가 있습니다. 이중에서, 6 이하인 수는 몇 개입니까?","a = [1, 1, 4, 2, 5]
b = 6
y = 0
for i in a :
    if i <= b :
        y += 1
print(y)",4
536,536,6,어떤 수에서 223을 빼야 할 것을 잘못하여 933를 뺐더니 985가 되었습니다. 바르게 계산하면 얼마인지 구하세요.,"a = 223
b = 933
c = 985
y = c + b - a
print(y)",1260
537,537,1,일정한 크기의 빙수를 308개까지 넣을 수 있는 석빙고에 하루에 35개씩 넣으려고 합니다. 석빙고를 가득 채우는데 며칠이 걸리는지 구해 보세요.,"import math

a = 308
b = 35
y = math.ceil(a / b)
print(y)",17
538,538,1,길이가 11cm인 종이 66장을 1cm씩 겹쳐서 길게 이어 붙이려고 합니다. 이어 붙인 종이 전체의 길이는 몇cm 인지 구하시오.,"a = 11
b = 66
c = 1
y = a * b - c * (b - 1)   
print(y)",392
539,539,7,"가는 8 * 38, 나는 7 * 39, 다는 9 * 41일 때, 계산 결과가 가장 큰 것을 찾아 기호를 써 보세요.","a = 8 * 38
b = 7 * 39
c = 9 * 41
dicts = {'가': a, '나': b, '다': c}
y = max(dicts, key=dicts.get)
print(y)",다
540,540,8,한 변이 20센티미터인 정칠각형이 있습니다. 이 정칠각형의 둘레는 몇 센티미터일까요?,"a = 20
b = 7
y = a * b
print(y)",84
541,541,8,"현수는 둘레가 792.92cm인 정사각형 모양 캔버스에 유화를 그렸다면, 유화를 그린 캔버스의 한 변의 길이는 몇 cm인가요?","a = 792.92
b = 4
y = a / b
print(y)",98.23
542,542,7,"서점에 위인전이 673권, 소설책이 490권 있다면, 더 많은 것은 무엇일까요?","a = 673
b = 490
dicts = {'위인전': a, '소설책': b}
y = max(dicts, key=dicts.get)
print(y)",소설책
543,543,3,다음 식 6*22>A*61이 있습니다. 이를 만족하는 한 자리 수 A 중에서 가장 큰 수는 얼마인지 구해 보시오.,"a = 6
b = 22
c = 61
y = 0
for i in range(1,9) :
    if i < a * b / c :
        y = i
print(y)",3
544,544,8,넓이가 94센티미터²인 정사각형의 한 변의 길이는 몇 인가요?,"a = 94
y = a ** 0.5
print(y)",9
545,545,8,한 변의 길이가 8cm인 정사각형 모양의 종이 3장을 5cm 만큼 겹치도록 이어 붙였습니다. 이어 붙인 직사각형 모양의 종이의 네 변의 길이의 합은 몇cm 입니까?,"a = 8
b = 4
c = 3
d = 5
y = ((a * c) - (c - 1) * d + a) * 2
print(y)",72
546,546,8,"네변의 길이의 합이 24cm인 정사각형 안에 가장 큰 원을 그렸을때, 그 원의 지름은 몇cm 입니까?","a = 4
b = 24
y = b / a
print(y)",6
547,547,3,4/5와 크기가 같은 분수 중에서 분모가 28보다 크고 22보다 작은 분수는 모두 몇 개인가요?,"from math import ceil

a = 5
b = 28
c = 22
y = ceil(c / a) - b // a - 1
print(y)",2
548,548,4,"연필의 무게는 구슬 2개, 지우개의 무게는 구슬 1개, 볼펜의 무게는 구슬 5개, 필통의 무게는 구슬 11개의 무게와 같을때, 가장 무거운 물건의 무게는 가장 가벼운 물건의 무게의 몇 배입니까?","a = 2
b = 1
c = 5
d = 11
e = [a, b, c, d]
y = max(e) / min(e)
print(y)",20
549,549,8,"사각형의 짧은 변의 길이는 단위로 38번이고, 긴 변의 길이는 단위로 99번입니다. 단위가 5cm라고 하면, 사각형의 둘레는 몇 cm일까요?","a = 38
b = 99
c = 5
y = (a + b) * c * 2
print(y)",660
550,550,8,"둘레가 89센티미터이고, 가로의 길이가 15센티미터인 직사각형이 있습니다. 이 직사각형의 세로는 몇 센티미터입니까?","a = 4
b = 89
c = 15
y = b / 2 - c
print(y)",17
551,551,3,"숫자 카드 1, 9, 1, 7, 5가 있습니다. 이를 한 번씩 사용하여 가장 큰 다섯 자리 수를 만들 때 숫자 1가 나타내는 수는 얼마입니까?","a = [1, 9, 1, 7, 5]
a.sort(reverse=True)
b = 1
c = 1
for i in range(len(a)-1, 0, -1):
    if a[i] == c:
        break
    b *= 10
y = c * b
print(y)",20
552,552,8,"가로가 39cm, 세로가 20cm인 직사각형이 있다. 이를 가로로 다섯개 이어 붙여 만든 직사각형의 네 변의 길이의 합은 몇 cm인가요?","a = 39
b = 5
c = a * b
d = 20
y = (c + d) * 2
print(y)",204
553,553,1,젤리 81개를 7상자에 똑같이 나누어 담으려고 합니다. 한 상자에 젤리를 몇 개씩 담아야 될까요?,"a = 81
y = int(a / 7)
print(y)",9
554,554,8,"가로가 2.6센티미터, 세로가 6.5센티미터인 직사각형과 가로가 1.9센티미터, 높이가 6.2센티미터인 평행사변형이 있습니다. 두 도형의 넓이의 합은 몇 센티미터²인지 구하시오.","a = 2.6 * 6.5
b = 1.9 * 6.2
y = a + b
print(y)",23.51
555,555,8,한 변의 길이가 25센티미터인 마름모와 한 변의 길이가 13센티미터인 마름모가 있습니다. 두 마름모의 둘레의 차는 몇 센티미터입니까?,"a = 25
b = 4
c = 13
y = a * b - c * b
print(y)",32
556,556,8,한 변의 길이가 8미터인 정사각형이 있습니다. 이 정사각형의 넓이는 몇 제곱미터입니까?,"a = 8
y = a ** 2
print(y)",64
557,557,1,한 상자에 배가 80개 들어 있습니다. 3상자에 들어 있는 배는 몇 개입니까?,"a = 80
b = 3
y = a * b
print(y)",120
558,558,1,"태연이는 1분에 61m를 걸어가고, 승욱이는 1분에 76m를 걸어갑니다. 두 사람이 도서관에서 동시에 출발하여 서로 반대 방향으로 걸어간다면 17분 뒤에 두 사람은 몇 m 떨어져 있는지 구하시오.","a = 61
b = 76
c = 17
y = (a + b) * c
print(y)",1575
559,559,6,어떤 수에 1을 곱해야 할 것을 잘못하여 10를 곱했더니 98가 되었습니다. 바르게 계산한 답을 구하시오.,"a = 1
b = 10
c = 98
y = (c / b) * a
print(y)",20
560,560,8,"지름이 82m인 원 모양의 연못 둘레에 14m 간격으로 의자를 놓았습니다. 그렇다면, 의자는 모두 몇 개 필요한가요? (원주율은 2입니다.)","a = 14
b = 82
c = 2
y = (b * c) // a
print(y)",18
561,561,1,연정이는 지름이 3.7cm인 동전 모형을 굴린 다음 동전 모형이 움직인 거리를 재었더니 42cm였습니다. 동전 모형이 몇 바퀴 굴러갔는지 구해보시오.,"a = 3.7
b = 42
y = b / a
print(y)",9.82
562,562,8,"둘레 79cm인 평행사변형이 있습니다. 이 평행사변형의 한 변의 길이가 9cm일 때, 다른 변의 길이를 구하세요.","a = 79
b = 9
y = (a - 2 * b) / 2
print(y)",8
563,563,8,"가로가 3m, 세로가 750cm인 직사각형이 있습니다. 이 직사각형의 넓이는 몇 m²인가요?","a = 3
b = 7.5
y = a * b
print(y)",22.5
564,564,8,"원 A의 지름은 37센티미터이고 원 B의 지름은 원 A의 반지름과 같다고 할때, 두 원의 반지름의 차는 몇 센티미터입니까?","a = 37
b = a / 2
y = a / 2 - b / 2
print(y)",5
565,565,1,"윤기네 축구팀 43명이 연습 시합을 위해 팀을 꾸리려고 합니다. 3팀을 나눈다고 할 때, 한팀에는 몇 명의 선수가 들어갈까요?","a = 43
b = 3
y = a // b
print(y)",7
566,566,1,길이가 92m인 전철이 있습니다. 그 전철이  1초에 89m를 가는 빠르기로 길이가 498.5m인 다리를 지나가려고 합니다.전철이 다리를 완전히 통과하는 데 걸리는 시간은 몇 초인지 반올림하여 소수 첫째 자리까지 나타내 주세요.,"a = 92
b = 89
c = 498.5
y = (a + c) / b
print(""{:.1f}"".format(y))",7.0
567,567,1,일정한 속도로 휘발유를 사용하는 오토바이가 있습니다. 이 오토바이가 출발한 후 16 분 후에 휘발유의 양을 재어보니 처음 휘발유의 양의 30/35이 남아 있었습니다. 남은 휘발유의 양이 처음 휘발유의 양의 10/44가 되는 것은 몇 분 후인지 구하시오.,"a = 16
b = 30 / 35
c = 10 / 44
y = (1 - c) / (1 - b) * a
print(y)",50
568,568,8,넓이가 81센티미터²인 정사각형의 둘레는 몇 센티미터인가요?,"a = 81
b = 4
y = a ** 0.5 * b
print(y)",36
569,569,1,"어느 떡 가게에서 찹쌀떡을 하루에 208개, 꿀떡을 212개 만들 수 있다고 합니다. 이 가게에서 5일 동안 만들 수 있는 찹쌀떡과 꿀떡은 모두 몇 개일까요?","a = 208
b = 212
c = a + b
y = c * 5
print(y)",3150
570,570,1,진수는 13원짜리 동전을 120개 모았습니다. 진수가 모은 돈은 모두 얼마인가요?,"a =13
b = 120
y = a * b
print(y)",1500
571,571,1,"종운이는 10리터 의 주스 중에서 1리터를 마셨다면, 남은 주스는 몇 리터 입니까?","a = 10
b = 1
y = a - b
print(y)",7
572,572,3,A * 8 > 47를 만족하는 1부터 9까지의 수 는 몇 개인가요?,"a = 1
b = 8
c = 9
d = 47
y = 0
for i in range(a, b + 1):
    if i > (d / c):
        y += 1
print(y)",3
573,573,4,"숫자 86, 56, 78, 44중에서, 가장 큰 수와 가장 작은 수의 곱을 구해보세요.","a = [86, 56, 78, 44]
y = max(a) * min(a)
print(y)",3024
574,574,8,"수린이는 봉사 활동을 가서 가로가 2미터, 세로가 4미터인 직사각형 모양의 벽에 페인트를 칠했습니다. 수린이가 페인트를 칠한 벽의 넓이는 얼마인가요?","a = 2
b = 4
y = a * b
print(y)",6
575,575,8,둘레가 63cm이고 세로가 38cm인 직사각형의 각 변의 가운데를 이어 그린 마름모의 넓이는 몇 cm²인가요?,"a = 63
b = 38
c = (a - 2 * b) / 2
y = b * c / 2
print(y)",78
576,576,1,"6/7, 1/9, 9/9이 있을 때, 세 수의 곱을 구해보시오.","a = 6/7
b = 1/9
c = 9/9
y = a * b * c
print(y)",0.06
577,577,1,"수학여행에 신청한 남자 어린이는 769 명, 여자 어린이는 283 명입니다. 수학여행에 신청한 어린이는 모두 몇 명일까요?","a = 769
b = 283
y = a + b
print(y)",908
578,578,6,엽서를 7명에게 똑같이 나누어 주어야 할 것을 잘못하여 7명에게 똑같이 나누어 주었더니 한 사람당 18장씩 주고 3장이 남았습니다. 이 엽서를 4명에게 똑같이 나누어 주면 한 사람당 최대한 몇 장씩 가지게 됩니까?,"a = 7
b = 7
c = 18
d = 3
y = (c * b + d) // a
print(y)",19
579,579,8,"원 A의 지름은 70cm인데, 원 B의 지름은 원 A의 반지름과 같습니다. 원 A의 반지름과 원 B의 반지름의 차는 몇 cm 인지 구해보시오.","a = 70
b = a / 2
y = a / 2 - b / 2
print(y)",9
580,580,8,"민지가 산 공책은 가로가 42cm, 세로가 69cm인 이라고 합니다. 공책의 넓이는 몇 cm²인가요?","a = 42
b = 69
y = a * b
print(y)",1500
581,581,1,"길이가 211m인 도로 한쪽에 일정한 간격으로 처음부터 끝까지 나무를 심었습니다. 나무를 9개 심었다면 각 나무 사이의 거리는 몇m 입니까? (단, 나무의 두께는 생각하지 않습니다.)","a = 211
b = 9
y = a / (b - 1)
print(y)",50
582,582,3,"숫자카드 3, 6, 4, 8가 있습니다. 이중에서, 서로 다른 숫자 3개를 뽑아 만들 수 있는 세 자리 수 중에서 가장 작은 수를 쓰시오.","from itertools import permutations

a = ['3', '6', '4', '8']
b = 3
c = list(map(''.join, permutations(a, b)))
c.sort()
for i in c:
    if i[0] != '0':
        y = i
        break
print(y)",256
583,583,5,정사각형 모양의 식탁 1개를 붙였더니 25명이 앉을 수 있었습니다. 이런 정사각형 모양의 식탁를 길게 붙여 17명이 앉으려면 모두 몇 개의 탁자가 필요한가요?,"from math import ceil

a = 4
b = 1
c = 25
d = a * b - 2 * (b - 1)
e = c / d
f = 17
y = ceil((f - a * e)/2/e + 1)
print(y)",4
584,584,8,한 변의 길이가 11센티미터인 정십각형의 둘레는 몇 센티미터입니까?,"a = 11
b = 10
y = a * b
print(y)",100
585,585,1,무게가 똑같은 클립이 47개 들어 있는 가방의 무게가 1.2kg입니다. 빈 가방의 무게가 1kg이라면 클립 한개의 무게는 몇kg일까요?,"a = 47
b = 1.2
c = 1
y = (b - c) / a
print(y)",0.01
586,586,7,"과자가 74개 있습니다. 소영이는 전체의 3/12만큼 먹었고, 견우는 전체의 2/8만큼 먹었습니다. 누가 더 과자를 많이 먹었는지 구해보세요.","a = 74
b = 3/12
c = 2/8
dicts = {'소영': a * b, '견우': a * c}
y = max(dicts, key=dicts.get)
print(y)",견우
587,587,8,"가로가 10cm , 세로가 26cm인 직사각형 모양의 책의 넓이는 몇 cm²입니까?","a = 10
b = 26
c = 4
y = a * b
print(y)",264
588,588,8,한 변의 길이가 4센티미터인 정사각형이 있습니다. 가로의 길이가 5센티미터인 직사각형의 둘레와 정사각형의 둘레는 같습니다. 직사각형의 세로의 길이는 몇 센티미터 입니까?,"a = 4
b = 4
c = 5
d = a * b
y = (d - c * 2) / 2
print(y)",7
589,589,8,"둘레가 34센티미터이고, 가로의 길이가 11센티미터인 직사각형이 있습니다. 이 직사각형의 세로는 몇 센티미터입니까?","a = 4
b = 34
c = 11
y = b / 2 - c
print(y)",16
590,590,8,넓이가 3537cm² 인 정사각형 모양의 골판지가 있습니다. 이 골판지의 가로를 42cm 잘라 내고 세로를 처음 길이의 반만큼 잘랐낸 골판지의 넓이는 몇 cm²인지 구하시오.,"a = 3537
b = 42
y = (a ** 0.5 - b) * (a ** 0.5 / 2)
print(y)",400
591,591,5,"2와 8의 곱에서 어떤 수와 14의 합을 2로 나눈 몫을 빼면 1이라면, 어떤 수는 무엇인가요?","a = 2
b = 8
c = 14
d = 2
e = 1
y = (a * b - e) * d - c
print(y)",13
592,592,4,"4 장의 수 카드 9, 6, 7, 6 중에서 2 장을 골라 만들 수 있는 서로 다른 가분수는 서로 다른 진분수보다 몇 개 더 많을까요?","from itertools import permutations

a = [9, 6, 7, 6]
b = list(permutations(a, 2))
c = 0
d = 0
b = set(b)
for i in b:
    if i[0] >= i[1]:
        c += 1
    elif i[0] < i[1]:
        d += 1
y = c - d
print(y)",1
593,593,1,노란색 리본 10.16미터 와 초록색 리본 8.47미터가 있었습니다. 이 중에서 2.28미터를 사용하였다면 남은 리본의 길이는 몇 미터일까요?,"a = 10.16
b = 8.47
c = 2.28
y = a + b - c
print(y)",15.87
594,594,8,"둘레가 같은 정삼각형과 정팔각형이 있습니다. 정삼각형의 한 변의 길이가 40cm라고 한다면, 정팔각형의 한 변의 길이는 몇 cm인가요?","a = 3
b = 8
c = 40
y = c * a / b
print(y)",6
