,Unnamed: 0,class,problem,code,answer
853,853,8,"넓이가 65cm²이고, 가로의 길이가 7cm인 직사각형이 있습니다. 이 직사각형의 세로의 길이는 몇 cm입니까?","a = 65
b = 7
y = a / b
print(y)",10
854,854,1,"시루떡을 똑같이 17조각으로 나누어 누나는 그중 6조각을 먹었고, 동생은 8조각을 먹었습니다. 누나와 동생이 먹은 시루떡의 조각 차를 구하시오.","a = 17
b = 6
c = 8
y = b - c
print(y)",2
855,855,1,49.7kg의 귀리를 한 봉지에 0.7 kg씩 모두 담으려고 합니다. 몇 봉지가 될까요?,"import math

a = 49.7
b = 0.7
y = math.ceil(a / b)
print(y)",67
856,856,1,경상남도의 넓이는 약 45760km²이고 인구는 약 5945021명입니다. 경상북도의 넓이에 대한 인구의 비율은 약 얼마인가요?,"a = 45760
b = 5945021
y = b / a
print(y)",294.1
857,857,5,어떤 수의 8번째 배수와 28번째 배수의 합은 69입니다. 어떤 수의 14번째 배수를 구해 보세요.,"a = 8
b = 28
c = 69
d = 14
y = c / (a + b) * d
print(y)",33
858,858,3,"5장의 수 카드 2, 4, 7가 있습니다. 이를, 한 번씩만 사용하여 세 자리 수를 만들려고 합니다. 만들 수 있는 가장 큰 수와 가장 작은 수의 합을 구하세요.","from itertools import permutations

a = ['2', '4', '7']
b = int(max(map(''.join, permutations(a, 5))))
c = int(min(map(''.join, permutations(a, 3))))
y = b - c
print(y)",693
859,859,1,"큰 상자의 무게는 89kg이고, 작은 상자의 무게는 7kg입니다. 큰 상자의 무게는 작은 상자의 무게의 몇 배인지 구해보시오.","a = 89
b = 7
y = a / b
print(y)",12
860,860,8,"원 A의 지름은 72cm이고 원 B의 지름은 원 A의 반지름과 같습니다. 이때, 원 B의 반지름은 몇 cm입니까?","a = 72
b = a / 2
y = b / 2
print(y)",6
861,861,4,"숫자 1,7,44,99가 있습니다. 이중에서, 가장 큰 수와 가장 작은 수의 곱을 구하시오.","a = [1, 7, 44, 99]
y = max(a) * min(a)
print(y)",110
862,862,1,승우의 어머니께서는 중국으로 출장을 가시기 전에 환전하려고 합니다.  우리나라 돈 1956 원이 중국 돈 6.61 위안일 때 우리나라 돈 619539 원으로 환전할 수 있는 중국 돈은 몇 위안인가요?,"a = 1956
b = 6.61
c = 619539
y = c / a * b
print(y)",1248
863,863,5,"두 수A,B의 합은 80이고 차는 14입니다. 두 수 A,B의 곱을 구해보세요.","a = 80
b = 14
y = ((a + b) / 2) * (a - (a + b) / 2)
print(y)",720
864,864,8,"밑변이 29센티미터, 높이가 9센티미터인 삼각형이 있습니다. 이 삼각형의 넓이를 구하세요.","a = 29
b = 9
y = a * b / 2
print(y)",45
865,865,3,"숫자 카드 1, 9, 1, 9, 4, 8 를 한 번씩 사용하여 만들 수 있는 여섯 자리 수 중에서 가장 큰 수를 구하시오.","a = [1, 9, 1, 9, 4, 8]
a.sort(reverse=True)
b = list(map(str, a))
y = """".join(b)
print(y)",987531
866,866,1,예림이네 과수원에서는 오늘 사과를 수확했습니다. 사과를 한 상자에 14개씩 담았더니 20상자가 되고 32개가 남았습니다. 오늘 수확한 사과는 모두 몇 개일까요?,"a = 14
b = 20
c = 32
y = a * b + c
print(y)",515
867,867,1,"지섭이는 755개, 승호는 149개, 동엽이는 458개, 범호는 779개의 복숭아를 땄습니다. 지섭이와 동엽이가 딴 복숭아를 합하면 승호와 범호가 딴 복숭아를 합한 것보다 몇 개 더 많은지 찾아보시오.","a = 755 
b = 149 
c = 458
d = 779
e = a + c
f = b + d
y = e - f
print(y)",332
868,868,8,"가로의 길이가 2cm, 세로의 길이가 7cm인 직사각형이 있습니다. 이 직사각형의 넓이는 몇 cm²일까요?","a = 2
b = 7
y = a * b
print(y)",30
869,869,8,진희는 둘레가 611.77cm인 정사각형 모양 캔버스에 유화를 그렸습니다. 캔버스의 한 변의 길이는 몇 cm인가요?,"a = 611.77
b = 4
y = a / b
print(y)",111.22
870,870,8,"가로의 길이가 19센티미터, 세로의 길이가 7센티미터인 직사각형의 둘레는 몇 센티미터인가요?","a = 19
b = 7
y = (a + b) * 2
print(y)",48
871,871,6,어떤 수에서 380을 빼야 할 것을 실수로 더했더니 1214이 되었습니다. 바르게 계산하면 얼마인지 구하세요.,"a = 380
b = 1214
y = b - a - a
print(y)",626
872,872,1,93센티미터의 색 테이프를 2조각으로 나누었습니다. 이 중에서 6조각의 길이는 몇 센티미터인가요?,"a = 93
b = 2
c = 6
y = a / b * c
print(y)",24
873,873,1,윤지네 반의 학급 문고는 모두 503권이고 그중에서 80권이 과학책입니다. 과학책 수와 전체 학급 문고 수의 비율을 구해보고 소수로 나타내보세오.,"a = 503
b = 80
y = b / a
print(y)",0.16
874,874,3,"4장의 숫자 카드 1, 5, 8, 9 중에서, 2장을 골라 한 번씩만 사용하여 AB/2 와 같은 나눗셈식을 만들려고 합니다. 만든 나눗셈의 몫이 가장 클 때의 몫을 구하시오. ","from itertools import permutations

a = ['1', '5', '8', '9']
b = 2
c = int(max(map(''.join, permutations(a, b))))
d = 2
y = c // d
print(y)",49
875,875,1,상자에 사과를 5개씩 담았습니다. 상자의 개수가 8개일 때 사과의 개수는 몇 개일 지 계산해보세요.,"a = 5
b = 8
y = a * b
print(y)",48
876,876,3,1부터 5까지의 수 중에서 다음 식 7 * A > 24 을 만족하는 수는 모두 몇 개입니까? ,"a = 1
b = 5
c = 7
d = 24
y = 0
for i in range(a, b + 1):
    if i > (d / c):
        y += 1
print(y)",3
877,877,8,"가로가 19 센티미터 , 세로가 73 센티미터인 직사각형 모양의 타일을 겹치지 않게 가로로 49개씩 10줄을 이어 붙였습니다. 이어 붙인 타일 전체의 둘레는 몇 센티미터인지 구하시오.","a = 19
b = 73
c = 49
d = 10
y = (a * c * 2) + (b * d * 2)
print(y)",1200
878,878,1,"물병과 보온병에 물을 가득 채운 뒤 모양과 크기가 같은 작은 컵에 옮겨 담았을 때, 물병은 15컵이 나왔고 보온병은 4컵이 나왔습니다. 물병은 보온병보다 몇 배더 액체를 담을 수 있나요?","a = 15
b = 4
y = a / b
print(y)",3
879,879,7,"우유가 11리터 있는데, 수연이가 전체의 2/2를 마셨고, 현우가 전체의 1/2를 마셨습니다. 수연이와 현우중에서 누가 우유를 더 많이 마셨습니까?","a = 11
b = 2/2
c = 1/2
dicts = {""수연"": a * b, ""현우"": a * c}
y = max(dicts, key=dicts.get)
print(y)",수연
880,880,8,"수영이는 가로가 14센티미터 , 세로가 20센티미터 인 직사각형 모양의 천을 가지고 있습니다. 수영이가 가진 천의 넓이는 몇 센티미터²입니까?","a = 14
b = 20
c = 4
y = a * b
print(y)",209
881,881,5,342과 28를 어떤 수로 나누면 두 수 모두 나누어떨어집니다. 어떤 수 중 가장 큰 수는 얼마인가요?,"import math

a = 342
b = 28
y = math.gcd(a, b)
print(y)",25
882,882,8,정오각형의 한 변의 길이가 174cm일 때 정오각형과 둘레가 같은 정칠각형의 한 변의 길이는 몇 cm인가요?,"a = 5
b = 7
c = 174
y = c * a / b
print(y)",100
883,883,5,2은 어떤 수의 1/9입니다. 어떤 수의 1/5은 얼마인지 구해 보시오.,"a = 2
b = 1/9
c = 1/5
y = a * c / b
print(y)",10
884,884,5,다음 식 553*A>1386이 있습니다. 이를 만족하는 자연수A 중에서 가장 작은 수를 구하시오.,"a = 553
b = 1386
y = b // a + 1
print(y)",3
885,885,3,1부터 9까지의 수를 한 번씩 사용하여 만들 수 있는 가장 큰 수를 구해 보시오.,"a = [1, 2, 3, 4, 9]
a.sort(reverse=True)
b = list(map(str, a))
y = """".join(b)
print(y)",54321
886,886,8,넓이가 83센티미터제곱인 마름모의 한 대각선이 3cm일 때 다른 대각선은 몇 cm 입니까?,"a = 83
b = 3
y = a * 2 / b
print(y)",38
887,887,3,"6장의 수 카드 8, 1, 5, 4 가 있습니다. 이를, 한 번씩만 사용하여 만든 2개의 두 자리 수를 곱할 때, 가장 작은 곱을 계산하세요.","from itertools import permutations

a = ['8', '1', '5', '6']
b = list(map(''.join, permutations(a)))
c = []
for i in b:
    d = int(i[:2])
    e = int(i[2:])
    c.append(d * e)
y = min(c)
print(y)",912
888,888,1,연필 36개를 한 명에게 9개씩 나누어 주려고 합니다. 몇 명에게 나누어 줄 수 있는지 구해보시오.,"a = 36
b = 9
y = a // b
print(y)",4
889,889,5,다음 식 67/5=A 과 5*A=65 이 있습니다. 이를 만족하는 A를 구하시오. ,"a = 67
b = 5
y = a / b
print(y)",13
890,890,8,가로가 10cm이고 세로는 가로보다 66cm 더 긴 직사각형의 둘레는 몇 cm인지 구하시오.,"a = 10
b = 66
y = (a + a + b) * 2
print(y)",78
891,891,1,똑같은 우유병 27개를 담은 상자의 무게가 67.7kg입니다. 빈 상자의 무게가 2.2kg일 때 우유병 한 개의 무게는 몇 kg일까요?,"a = 27
b = 67.7
c = 2.2
y = (b - c) / a
print(y)",2.68
892,892,6,어떤 수에 83를 더해야 할 것을 잘못하여 84을 곱했더니 298가 되었습니다. 바르게 계산하면 얼마입니까?,"a = 83
b = 84
c = 298
y = c / b + a
print(y)",35
893,893,3,"3장의 숫자카드 6,2,4를 한 번씩만 사용하여 두자리수와 한자리수를 만들어 나눗셈식을 만들려고 합니다. 몫이 가장 크게 될때의 나머지를 구하시오.","from itertools import permutations

a = ['6', '2', '4']
b = 2
c = 1
d = int(max(map(''.join, permutations(a, b))))
e = int(min(map(''.join, permutations(a, c))))
y = d % e
print(y)",0
894,894,3,"숫자 1, 5, 9, 9, 9가 있습니다. 이중에서 97/65을 약분하려고 할 때 분모와 분자를 나눌 수 없는 수의 개수는 몇 개입니까?","a = [1, 5, 9, 9, 9]
b = 97
c = 65
y = 0
for i in a:
    if b % i != 0 or c % i != 0:
        y += 1
print(y)",3
895,895,8,한변의 길이가 2센티미터인 마름모가 있습니다. 이 마름모의 둘레를 구하세요.,"a = 2
b = 4
y = a * b
print(y)",20
896,896,8,"가로가 26센티미터 , 세로가 41센티미터인 직사각형 모양의 책 윗면의 넓이는 몇 센티미터²입니까?","a = 26
b = 41
c = 4
y = a * b
print(y)",475
897,897,8,넓이가 58제곱미터인 정사각형의 둘레는 몇 미터일까요?,"import math

a = 58
y = 4 * math.sqrt(a)
print(y)",28
898,898,1,"쿠키와 빵이 모두 75개 있는데, 빵이 쿠키보다 56개 더 많다면 쿠키는 몇 개 있습니까?","a = 75
b = 56
y = (a - b) / 2
print(y)",37.5
899,899,1,하트 모양 한 개를 만드는 데 철사가 9/4m 필요합니다. 7m의 철사로는 하트 모양을 몇 개까지 만들 수 있는지 구해 보세요.,"a = 9/4
b = 7
y = int(b / a)
print(y)",12
900,900,7,"세진이는 하루 39시간 중에서 1/5만큼, 현진이는 2/9만큼 비행기를 탔습니다. 누가 더 오래 비행기를 탔을까요?","a = 39
b = 1/5
c = 2/9
dict = {'세진' : a * b, '현진' : a * c}
y = max(dict, key=dict.get)
print(y)",현진
901,901,1,무게가 같은 라임이 한 봉지에 9개씩 들어 있습니다. 27봉지의 무게가 22kg일 때 라임 한 개의 무게는 몇 kg인지 쓰시오.,"a = 9
b = 27
c = 22
y = c / b / a
print(y)",0.23
902,902,4,1부터 227까지의 수 중에서 6의 배수이면서 3의 배수인 수의 개수를 구하여 보세요.,"a = 227
b = 6
c = 3
y = 0
for i in range(1, a + 1):
    if i % b == 0 and i % c == 0:
        y += 1
print(y)",4
903,903,8,"한변의 길이가 5cm인 정사각형과 가로가 6cm인 직사각형의 둘레가 같다면, 직사각형의 세로의 길이는 몇 cm입니까?","a = 5
b = 4
c = 6
y = (a * b - c * 2) / 2
print(y)",1
904,904,3,"숫자 카드 9, 7, 8이 있습니다. 이중에서, 1장을 골라 한 번씩만 사용하여 소수 한 자리 수를 만들 때, 4보다 큰 소수는 모두 몇 개 만들 수 있습니까?","from itertools import permutations

a = [9, 7, 8]
b = 1
c = 4
d = list(permutations(a, b))
y = 0
for i in d:
    if i[0] >= c:
        y += 1
if 0 in a and c in a:
    y -= 1
print(y)",4
905,905,8,직사각형의 넓이가 93km²이고 세로가 35km일 때 가로는 몇 m인가요?,"a = 93
b = 35
y = a / b * 1000
print(y)",2000
906,906,8,둘레가 53센티미터 이고 세로가 21센티미터 인 직사각형 모양의 수첩의 가로는 몇 센티미터 입니까?,"a = 53
b = 21
c = 4
y = (a - b * 2) / 2
print(y)",1
907,907,4,"숫자 48, 47, 16, 49중에서, 가장 큰 수와 가장 작은 수의 곱을 구하시오.","a = [48, 47, 16, 49]
y = max(a) * min(a)
print(y)",660
908,908,1,39 x 60의 계산 결과를 구해보세요.,"a = 39
b = 60
y = a * b
print(y)",2030
909,909,4,"수 17, 10, 21, 15, 35, 36 가 있습니다. 이중에서 18 이상 15 미만인 수를 구하시오.","a = [17, 10, 21, 15, 35, 36]
b = 18
c = 15
y = 0
for i in a :
    if i>=b and i<c:
        y += 1
print(y)",2
910,910,1,희선이네 집은 이사를 가려고 책을 한 상자에 14권씩 담았더니 모두 38상자가 되고 1권이 남았습니다. 희선이네 집의 책은 모두 몇 권일까요?,"a = 14
b = 38
c = 1
y = (a * b) + c
print(y)",289
911,911,5,"다음 식 51/5 = A , 96/B=6이 있습니다. 이를, 만족하는 A와 B의 합을 구하시오.","a = 51
b = 5
c = 96
d = 6
y = (a / b) + (c / d)
print(y)",15
912,912,7,"562 cm인 친구의 키를 진수는 200cm으로 어림하였고 민현이는 135cm으로 어림하였다면, 둘 중에 누가 더 가깝게 어림하였는지 구하세요.","a = 562
b = 200
c = 135
dicts = {'진수': abs(a - b), '민현': abs(a - c)}
y = min(dicts, key=dicts.get)
print(y)",민현
913,913,2,"달리기 시합에서 남구는 5등을 했고, 윤서는 4등을 했습니다. 석호는 윤서보다 잘했지만 남구보다는 못했습니다. 석호의 등수는 몇 등입니까?","a = 5
b = 4
y = b - 1
while y > 0:
    if y > a:
        break
    y -= 1
print(y)",4
914,914,1,"물 9.84L를 8개의 물통에 똑같이 나누어 담으려고 한다면, 물통 1개에 물을 몇 L 담아야 하는지 구해 보세요.","a = 9.84
b = 8
y = a / b
print(y)",1.23
915,915,1,쿠폰 8장씩 8묶음을 6명에게 똑같이 나누어 주려고 합니다. 한 사람은 몇 개의 쿠폰을 가지게 되는지 구하시오.,"a = 8
b = 8
c = 6
y = a * b // c
print(y)",10
916,916,1,"수련회에 참가한 남학생은 43명, 여학생은 16명입니다. 이 학생들을 3조으로 똑같이 나누려고 한다면, 한 조는 몇 명씩으로 해야 하는지 구해 보시오.","a = 43
b = 16
c = 3
y = (a + b) // c
print(y)",13
917,917,1,한 봉지에 51개씩 들어 있는 구슬 8봉지가 있습니다. 도희는 이 구슬을 학교 벼룩시장에서 한 봉지에 16개씩 담아서 팔려고 합니다. 도희가 벼룩시장에서 팔 수 있는 구슬은 몇 봉지가 될까요?,"a = 51
b = 8
c = 16
y = a * b // c
print(y)",17
918,918,1,석류가 한 봉지에 37개씩 들어 있습니다. 18봉지에 들어 있는 석류는 모두 몇 개가 될까요?,"a = 37
b = 18
y = a * b
print(y)",204
919,919,6,"어떤 수의 1/8은 91이라면, 어떤 수의 4/16는 얼마인지 구해보시오.","a = 1 / 8
b = 91
c = 4 / 16
y = (b / a) * c
print(y)",90
920,920,8,"지름이 71cm 인 원 안에 반지름이 1cm 인 원을 겹치지 않게 그리려고 한다면, 최대 몇 개까지 그릴 수 있습니까?","a = 71
b = 1
c = 2 * b
y = int(a / c)
print(y)",15
921,921,4,"숫자 61, 62, 90 중에서 가장 큰 수와 가장 작은 수를 뺀 값은 몇입니까?","a = [61, 62, 90]
y = max(a) - min(a)
print(y)",77
922,922,8,"넓이가 96제곱미터인 직사각형 모양의 들판의 가로가 24미터 일 때, 세로는 몇 미터 입니까?","a = 96
b = 24
y = a / b
print(y)",5
923,923,1,딸기 92개를 3명에게 똑같이 나누어 주려고 합니다. 한명에게 몇 개씩 줄 수 있을까요?,"a = 92
b = 3
y = a // b
print(y)",18
924,924,1,농구 시합에 필요한 선수는 한 팀당 6 명입니다. 농구 선수 71 명으로 농구팀을 몇 팀 만들 수 있을까요?,"a = 6
b = 71
y = b // a
print(y)",9
925,925,1,성미네 어머니께서는 5L로 11.6km를 가는 자동차로 거리가 491.3km 떨어진 할머니 댁까지 가려고 합니다. 휘발유 가격이 1L에 2073원일 때 할머니 댁까지 가는 데 드는 휘발유의 값은 얼마인지 구해 보세요.,"a = 15.6
b = 491.3
c = 2073
y = (b / a) * c
print(y)",40405.84
926,926,4,"2개의 수 84, 87, 23 중에서 2 개를 골라 곱한 값이 1718이라고 합니다. 고른 수 중 더 큰 값을 쓰시오.","from itertools import combinations

a = [84, 82, 23]
b = 2
c = 1718
d = combinations(a, b)
for i in d:
    if i[0] * i[1] == c:
        y = max(i[0], i[1])
        break
print(y)",42
927,927,1,"배가 한 상자에 24개씩 들어 있을 때 , 8상자에 들어 있는 배는 모두 몇 개입니까?","a = 24
b = 8
y = a * b
print(y)",90
928,928,1,민우는 65 cm 짜리 형광펜을 샀습니다. 한 달 동안 사용한 후에 다시 길이를 재어 보았더니41cm 였습니다. 한 달 동안 사용한 형광펜의 길이는 몇 cm일까요?,"a = 65
b = 41
y = a - b
print(y)",17
929,929,4,50부터 70까지의 수 중에서 7의 배수는 모두 몇 개 일까요?,"a = 50
b = 70
c = 7
y = 0
for i in range(a, b + 1):
    if i % c == 0:
        y += 1
print(y)",4
930,930,1,콩쥐는 들이가 29리터 189밀리리터인 빈 독에 물을 가득 채워야만 잔치에 갈 수 있습니다. 하지만 독 아래에 구멍이 뚫려서 콩쥐가 독에 물을 80리터 955밀리리터 부었는데도 물은 채워지지 않고 계속 빈 독이었습니다. 이 상황을 지켜보던 두꺼비가 독 안으로 들어가서 구멍을 막아 주어 독에 물을 가득 채울 수 있었습니다. 콩쥐가 독에 부은 물은 모두 몇 밀리리터인가요?,"a = 29189
b = 80955
y = a + b
print(y)",111100
931,931,1,길이가 80미터 인 도로의 양쪽에 9 미터 간격으로 나무를 심으려고 합니다. 시작 부분과 끝 부분에 모두 나무를 심는다면 모두 몇 그루가 필요합니까?,"a = 80
b = 9
y = (a // b + 1) * 2
print(y)",22
932,932,8,길이가 21cm인 색 테이프 7장을 같은 길이만큼씩 겹치게 하여 한 줄로 길게 이어 붙였습니다. 이어 붙인 색 테이프의 전체 길이가 165cm라면 색 테이프를 몇cm 씩 겹치게 이어 붙인 것입니까?,"a = 21
b = 7
c = 165
y = (a * b - c)/ (b - 1)
print(y)",12.5
933,933,1,사과 92개를 상자 6개에 똑같이 나누어 담으려고 합니다. 상자 하나에 사과는 몇 개 들어갑니까?,"a = 92
b = 6
y = a // b
print(y)",12
934,934,8,"두 변의 길이가 각각 9.28센티미터, 5.91센티미터인 평행사변형의 둘레는 몇 센티미터입니까?","a = 9.28
b = 5.91
y = a * 2 + b * 2
print(y)",35.36
935,935,7,"학생 수가 천재 초등학교는 6882명, 일등 초등학교는 9627명입니다. 학생 수가 더 많은 초등학교의 이름을 쓰세요. ","a = 6882
b = 9627
dicts = {'천재': a, '일등': b}
y = max(dicts, key=dicts.get)
print(y)",일등
936,936,7,"가로 5센티미터, 세로 3센티미터인 직사각형 A, 가로 4센티미터, 세로 4센티미터인 직사각형 B, 가로 3센티미터, 세로 7센티미터인 직사각형 C 중에서 넓이가 가장 넓은 직사각형은 무엇인가요?","a = 5
b = 3
c = 4
d = 4
e = 3
f = 7
dict = {'A': a * b, 'B': c * d, 'C': e * f}
y = max(dict, key=dict.get)
print(y)",B
937,937,1,운동장에 학생들이 한 줄에 2명씩 3 줄로 서 있습니다. 이 학생들을 한 줄에 5 명씩 다시 줄을 세우면 몇 줄로 세울 수 있나요?,"a = 2
b = 3
c = 5
y = a * b // c
print(y)",4
938,938,3,"숫자 카드 1, 5, 7, 9 중에서 2장을 뽑아 두 수의 곱을 구하려고 합니다. 가장 작은 곱은 얼마일까요?","a = [1, 5, 7, 9]
a.sort()
y = a[0] * a[1]
print(y)",5
939,939,1,원영이의 한 걸음은 6cm입니다. 원영이가 14걸음을 걸으면 걸은 거리는 몇 cm가 될까요?,"a = 6
b = 14
y = a * b
print(y)",60
940,940,8,"민주가 길이가 97센티미터인 철사로 가장 큰 정사각형을 만들었다면, 만든 정사각형의 넓이는 몇 센티미터²일까요?","a = 97
b = 4
y = (a / b) ** 2
print(y)",484
941,941,1,멜론 한 개의 무게는 2.3kg입니다. 상자 한 개에 멜론이 9개 들어 있다면 상자 9개에 들어 있는 멜론의 무게는 모두 몇 kg일 지 계산해보시오.,"a = 2.3
b = 9
c = 9
y = a * b * c
print(y)",118.80000000000001
942,942,8,둘레가 55cm인 마름모가 있습니다. 이 마름모의 한 변의 길이는 몇 cm입니까?,"a = 55
b = 4
y = a / b
print(y)",10
943,943,7,"피자가 한 판을 은진이가 전체의 1/9을 먹고, 서주가 전체의 1/7을 먹고, 동준가 전체의 1/3을 먹었다면, 피자를 가장 많이 먹은 사람은 누구입니까?","a = 1 / 9
b = 1 / 7
c = 1 / 3
dicts = {'은진': a, '서주': b, '동준': c}
y = max(dicts, key=dicts.get)
print(y)",은진
944,944,1,귤이 한 상자에 90개씩 57상자가 있습니다. 하루에 98개씩 18일 동안 팔면 남는 귤은 몇 개인지 구하시오.,"a = 90
b = 57
c = 98
d = 18
y = a * b - c * d
print(y)",400
945,945,1,지우는 붙임딱지를 한 상자에 60장씩 넣어서 9상자 모았습니다. 붙임딱지를 999장 모으려면 몇 장을 더 모아야 하는지 구하세요.,"a = 60
b = 9
c = 999
y = c - (a * b)
print(y)",899
946,946,1,일정한 빠르기로 2시간 36분 동안 200km를 가는 자동차가 있습니다. 이 자동차는 한 시간 동안 몇 km를 갈 수 있는지 구하세요.,"a = 2.6
b = 200
y = b / a
print(y)",76.92
947,947,5,"두 수A,B의 합은 20이고 차는 4입니다. 두 수 A,B의 곱을 구하시오.","a = 20
b = 4
y = ((a + b) / 2) * (a - ((a + b) / 2))
print(y)",285
948,948,8,한 모서리의 길이가 1센티미터인 정육면체가 있습니다. 이 정육면체의 모든 모서리의 길이의 합은 몇 센티미터입니까?,"a = 1
y = a * 12
print(y)",36
949,949,1,크레파스가  70 자루 있습니다. 남학생 6 명과 여학생 7 명이 각각 4자루씩 나누어 가졌습니다. 남은 색연필은 몇 자루가 될까요?,"a = 70
b = 6
c = 7
d = 4
y = a - ((b + c) * d)
print(y)",20
950,950,8,둘레가 28센티미터인 직사각형의 가로가 17센티미터 라면 세로는 몇 센티미터 입니까?,"a = 28
b = 17
y = (a - b * 2) / 2
print(y)",10
951,951,1,"아버지의 한 뼘은 53 센티미터입니다. 방의 길이를 아버지의 뼘으로 재었더니 약 79뼘이였다고하면, 방의 길이는 약 몇 미터일까요?","a = 53
b = 79
c = 100
y = (a * b) // c
print(y)",6
952,952,2,"학교에서 국어, 수학, 영어의 순서로 시험을 봤습니다. 처음으로 시험을 본 과목은 무엇입니까?","a = ['국어', '수학', '영어']
b = 1
y = a[b - 1]
print(y)",국어
953,953,1,은솔이의 키는 177.3 cm 입니다. 은지의 키가 은솔이 의 키의 1.12 배라면 은지의 키는 몇 cm 입니까?,"a = 177.3
b = 1.12
y = a * b
print(y)",159.3
954,954,8,원 A의 지름은 33센티미터이고 원 B의 지름은 원 A의 반지름과 같습니다. 두 원의 반지름의 합은 몇 센티미터인지 구하시오.,"a = 33
b = a / 2
y = b + b / 2
print(y)",21
955,955,1,기준이는 색종이를 123장씩 6묶음 가지고 있습니다. 기준이가 가지고 있는 색종이는 몇 장인지 구해보시오.,"a = 123
b = 6
y = a * b
print(y)",900
956,956,8,넓이가 271센티미터²인 직사각형이 있습니다. 이 직사각형의 가로가 24센티미터 이면 세로는 몇 센티미터 입니까?,"a = 271
b = 4
c = 24
y = a / c
print(y)",3
957,957,1,가게에서 8366원짜리 쌀가루를 한 봉지 샀습니다. 1105원짜리 지폐를 몇 개내야 살 수 있을까요?,"from math import ceil

a = 8366
b = 1105
y = ceil(a / b)
print(y)",4
958,958,8,한 변의 길이가 4센티미터인 정오각형이 있습니다. 이 정오각형의 둘레의 길이를 구하세요.,"a = 4
b = 5
y = a * b
print(y)",35
959,959,6,어떤 수에 112를 곱해야 할 것을 잘못하여 12.2을 곱했습니다. 바르게 계산한 값은 잘못 계산한 값의 몇 배 일까요?,"a = 112
b = 12.2
y = a / b
print(y)",10
960,960,5,"10574이 1, 1550이 A, 100이 3, 10이 8, 1이 7이면 11645입니다. 다음을 만족하는 A를 구하시오.","a = 1 * 10574
b = 3 * 155
c = 8 * 10
d = 7 * 1
e = 11645
f = 1000
g = e - (a + b + c + d)
y = g // f
print(y)",2
961,961,3,"4장의 수 카드 2 , 5 , 6 , 9가 있습니다. 이중에서, 2장을 뽑아 A.B 형태의 소수를 만들려고 한다면, 만들 수 있는 소수 중에서 가장 큰 수와 가장 작은 수의 합을 구하세요.","from itertools import permutations

a = ['2', '5', '6', '9']
b = int(max(map(''.join, permutations(a, 2)))) / 10
c = int(min(map(''.join, permutations(a, 2)))) / 10
y = b + c
print(y)",12.10
962,962,8,한 변의 길이가 39cm인 정십각형이 있습니다. 이 도형의 둘레는 몇 cm일까요?,"a = 39
b = 10
y = a * b
print(y)",120
963,963,1,둘레가 327 m 인 운동장이 있습니다. 이 운동장을 5바퀴 돌면 모두 몇 m 를 달리게 되나요?,"a = 327
b = 5
y = a * b
print(y)",1550
964,964,8,"둘레가 같은 정칠각형과 정구각형이 있습니다. 정칠각형의 한 변의 길이가 7센티미터일 때, 정구각형의 한 변의 길이는 몇 센티미터인가요?","a = 7
b = 7
c = 9
y = a * c / b
print(y)",7
965,965,1,12에서 2과 4의 곱을 8로 나눈 몫을 뺀 후 18을 더한 수는 얼마일까요?,"a = 12
b = 2
c = 4
d = 8
e = 18
y = a - (b * c // d) + e
print(y)",27
966,966,8,"가로가 11센티미터 , 세로가 4센티미터 인 직사각형이 있습니다. 이 직사각형과 둘레가 같은 정사각형이 있습니다. 이 정사각형의 한 변의 길이는 몇 센티미터 입니까?","a = 11
b = 4
c = 4
y = (a + b) * 2 / c
print(y)",9
967,967,1,8kg의 사과가 들어 있는 상자에 730g의 사과 4개를 더 넣었습니다. 상자에 들어 있는 사과의 무게는 모두 몇 g일 지 계산해보시오.,"a = 8000
b = 730
c = 4
y = a + b * c
print(y)",8050
968,968,1,7.2보다 8.3 큰 수는 얼마인지 구해보시오.,"a = 7.2
b = 8.3
y = a + b
print(y)",10.60
969,969,1,연필이 7상자 있습니다. 연필 한상자에는 20자루가 들어있습니다. 연필은 모두 몇자루인지 구하시오.,"a = 7
b = 20
y = a * b
print(y)",48
970,970,6,어떤 수에 93를 곱하고 7로 나누어야 하는데 실수로 38를 어떤 수로 나누고 6를 곱하였더니 45가 되었습니다. 계산을 바르게 하였다면 나머지는 얼마인가?,"a = 93
b = 7
c = 38
d = 6
e = 45
y = ((e / d * c) * a) % b
print(y)",3
971,971,8,"지름이 73센티미터 인 원 안에 반지름이 9센티미터 인 원을 겹치지 않게 그리려고 한다면, 원을 총 몇 개까지 그릴 수 있습니까?","a = 73
b = 9
c = 2 * b
y = int(a / c)
print(y)",6
972,972,6,"어떤 수에서 54를 뺐더니 99가 되었다면, 어떤 수는 얼마입니까?","a = 54
b = 99
y = b + a
print(y)",152
973,973,5,"910, A, 441 수 배열의 규칙에 맞게 A 알맞은 수를 써넣으시오.","a = 910
b = 441
c = a - b
y = b + c / 2
print(y)",320
974,974,1,딸기잼을 27L를 2.6L씩 병에 나누어 담을 때 나누어 담고 남는 딸기잼은 몇 L인지 구하세요.,"a = 27
b = 2.6
c = a // b
y = a - b * c
print(y)",1.20
